"","cell_id","Epithelial_cluster","inferCNV_annotation"
"3263","K10_B003529","epithelial 4","tumor"
"3264","K11_1001000407","epithelial 0","tumor"
"3265","K11_1001000408","epithelial 0","tumor"
"3266","K11_1001000412","epithelial 0","tumor"
"3267","K11_B003113","epithelial 2","tumor"
"3268","K11_B003119","epithelial 24","nontumor"
"3269","K11_B003518","epithelial 4","tumor"
"3270","K11_B003523","epithelial 1","nontumor"
"3271","K11_B003527","epithelial 4","tumor"
"3272","K11_B003528","epithelial 17","tumor"
"3273","K11_B003577","epithelial 17","tumor"
"3274","K11_B003588","epithelial 4","tumor"
"3275","K11_B003663","epithelial 2","nontumor"
"3276","K12_1001000340","epithelial 13","tumor"
"3277","K12_1001000407","epithelial 0","tumor"
"3278","K12_1001000408","epithelial 0","tumor"
"3279","K12_1001000412","epithelial 0","tumor"
"3280","K12_B002078","epithelial 6","tumor"
"3281","K12_B003116","epithelial 3","tumor"
"3282","K12_B003119","epithelial 3","tumor"
"3283","K12_B003120","epithelial 3","nontumor"
"3284","K12_B003518","epithelial 4","tumor"
"3285","K12_B003527","epithelial 4","tumor"
"3286","K12_B003588","epithelial 4","tumor"
"3287","K12_B003775","epithelial 5","tumor"
"3288","K12_B003776","epithelial 5","tumor"
"3289","K12_B003777","epithelial 5","tumor"
"3290","K13_1001000339","epithelial 13","tumor"
"3291","K13_1001000407","epithelial 0","tumor"
"3292","K13_1001000408","epithelial 0","tumor"
"3293","K13_1001000412","epithelial 0","tumor"
"3294","K13_B000420","epithelial 6","tumor"
"3295","K13_B001557","epithelial 17","tumor"
"3296","K13_B002077","epithelial 6","tumor"
"3297","K13_B003079","epithelial 21","tumor"
"3298","K13_B003112","epithelial 3","tumor"
"3299","K13_B003116","epithelial 3","tumor"
"3300","K13_B003119","epithelial 24","nontumor"
"3301","K13_B003120","epithelial 3","tumor"
"3302","K13_B003518","epithelial 8","tumor"
"3303","K13_B003522","epithelial 8","tumor"
"3304","K13_B003527","epithelial 4","tumor"
"3305","K13_B003776","epithelial 5","tumor"
"3306","K13_B003777","epithelial 5","tumor"
"3307","K14_1001000339","epithelial 13","tumor"
"3308","K14_1001000407","epithelial 11","tumor"
"3309","K14_1001000408","epithelial 0","tumor"
"3310","K14_1001000412","epithelial 0","tumor"
"3311","K14_B000420","epithelial 6","tumor"
"3312","K14_B001008","epithelial 9","nontumor"
"3313","K14_B002073","epithelial 1","nontumor"
"3314","K14_B002074","epithelial 7","nontumor"
"3315","K14_B002078","epithelial 6","tumor"
"3316","K14_B003116","epithelial 22","nontumor"
"3317","K14_B003119","epithelial 24","nontumor"
"3318","K14_B003120","epithelial 3","tumor"
"3319","K14_B003129","epithelial 10","tumor"
"3320","K14_B003187","epithelial 10","tumor"
"3321","K14_B003518","epithelial 8","tumor"
"3322","K14_B003522","epithelial 4","tumor"
"3323","K14_B003527","epithelial 4","tumor"
"3324","K14_B003588","epithelial 2","nontumor"
"3325","K14_B003775","epithelial 5","tumor"
"3326","K14_B003776","epithelial 5","tumor"
"3327","K14_B003894","epithelial 20","tumor"
"3328","K14_B003920","epithelial 15","nontumor"
"3329","K15_1001000340","epithelial 13","tumor"
"3330","K15_1001000407","epithelial 0","tumor"
"3331","K15_1001000408","epithelial 11","tumor"
"3332","K15_1001000411","epithelial 2","nontumor"
"3333","K15_1001000412","epithelial 0","tumor"
"3334","K15_B001008","epithelial 18","tumor"
"3335","K15_B002077","epithelial 15","nontumor"
"3336","K15_B002078","epithelial 15","nontumor"
"3337","K15_B003116","epithelial 3","tumor"
"3338","K15_B003119","epithelial 24","nontumor"
"3339","K15_B003120","epithelial 18","tumor"
"3340","K15_B003129","epithelial 10","tumor"
"3341","K15_B003187","epithelial 1","nontumor"
"3342","K15_B003191","epithelial 7","nontumor"
"3343","K15_B003518","epithelial 4","tumor"
"3344","K15_B003522","epithelial 2","nontumor"
"3345","K15_B003527","epithelial 4","tumor"
"3346","K15_B003771","epithelial 7","nontumor"
"3347","K15_B003776","epithelial 5","tumor"
"3348","K15_B003777","epithelial 5","tumor"
"3349","K16_1001000339","epithelial 13","tumor"
"3350","K16_1001000407","epithelial 0","tumor"
"3351","K16_1001000408","epithelial 0","tumor"
"3352","K16_1001000412","epithelial 0","tumor"
"3353","K16_B002077","epithelial 6","tumor"
"3354","K16_B002079","epithelial 2","nontumor"
"3355","K16_B003116","epithelial 3","tumor"
"3356","K16_B003120","epithelial 22","nontumor"
"3357","K16_B003125","epithelial 1","nontumor"
"3358","K16_B003132","epithelial 1","nontumor"
"3359","K16_B003529","epithelial 4","tumor"
"3360","K16_B003588","epithelial 2","nontumor"
"3361","K16_B003771","epithelial 1","nontumor"
"3362","K16_B003776","epithelial 5","tumor"
"3363","K16_B003777","epithelial 5","tumor"
"3364","K16_B003920","epithelial 20","tumor"
"3365","K17_1001000339","epithelial 13","tumor"
"3366","K17_1001000407","epithelial 0","tumor"
"3367","K17_1001000412","epithelial 11","tumor"
"3368","K17_B000422","epithelial 15","nontumor"
"3369","K17_B002074","epithelial 7","nontumor"
"3370","K17_B002077","epithelial 6","tumor"
"3371","K17_B002078","epithelial 6","tumor"
"3372","K17_B003116","epithelial 3","tumor"
"3373","K17_B003119","epithelial 24","nontumor"
"3374","K17_B003120","epithelial 3","tumor"
"3375","K17_B003518","epithelial 8","tumor"
"3376","K17_B003527","epithelial 4","tumor"
"3377","K17_B003529","epithelial 2","nontumor"
"3378","K17_B003771","epithelial 20","tumor"
"3379","K17_B003775","epithelial 11","tumor"
"3380","K17_B003776","epithelial 5","tumor"
"3381","K17_B003777","epithelial 5","tumor"
"3382","K17_B003894","epithelial 20","tumor"
"3383","K17_B003930","epithelial 14","nontumor"
"3384","K18_1001000339","epithelial 13","tumor"
"3385","K18_1001000407","epithelial 0","tumor"
"3386","K18_1001000408","epithelial 0","tumor"
"3387","K18_1001000412","epithelial 0","tumor"
"3388","K18_B000422","epithelial 6","tumor"
"3389","K18_B002077","epithelial 6","tumor"
"3390","K18_B002097","epithelial 1","nontumor"
"3391","K18_B003112","epithelial 15","nontumor"
"3392","K18_B003119","epithelial 24","nontumor"
"3393","K18_B003120","epithelial 3","tumor"
"3394","K18_B003518","epithelial 4","tumor"
"3395","K18_B003529","epithelial 2","nontumor"
"3396","K18_B003588","epithelial 11","nontumor"
"3397","K18_B003776","epithelial 5","tumor"
"3398","K18_B003777","epithelial 5","tumor"
"3399","K18_B003894","epithelial 1","nontumor"
"3400","K19_1001000407","epithelial 0","tumor"
"3401","K19_1001000408","epithelial 0","tumor"
"3402","K19_B000420","epithelial 1","nontumor"
"3403","K19_B000422","epithelial 6","tumor"
"3404","K19_B002074","epithelial 7","nontumor"
"3405","K19_B002077","epithelial 6","tumor"
"3406","K19_B002079","epithelial 6","tumor"
"3407","K19_B003070","epithelial 2","tumor"
"3408","K19_B003112","epithelial 3","tumor"
"3409","K19_B003116","epithelial 3","tumor"
"3410","K19_B003119","epithelial 24","nontumor"
"3411","K19_B003120","epithelial 3","tumor"
"3412","K19_B003125","epithelial 11","nontumor"
"3413","K19_B003518","epithelial 4","tumor"
"3414","K19_B003527","epithelial 4","tumor"
"3415","K19_B003588","epithelial 2","tumor"
"3416","K19_B003775","epithelial 2","nontumor"
"3417","K19_B003777","epithelial 5","tumor"
"3418","K1_1001000407","epithelial 0","tumor"
"3419","K1_1001000408","epithelial 0","tumor"
"3420","K1_B000261","epithelial 10","tumor"
"3421","K1_B000863","epithelial 14","tumor"
"3422","K1_B001558","epithelial 7","nontumor"
"3423","K1_B002090","epithelial 9","nontumor"
"3424","K1_B003119","epithelial 24","nontumor"
"3425","K1_B003126","epithelial 10","tumor"
"3426","K1_B003187","epithelial 1","nontumor"
"3427","K1_B003191","epithelial 1","nontumor"
"3428","K1_B003995","epithelial 1","nontumor"
"3429","K20_1001000407","epithelial 0","tumor"
"3430","K20_1001000408","epithelial 0","tumor"
"3431","K20_1001000412","epithelial 0","tumor"
"3432","K20_B002078","epithelial 6","nontumor"
"3433","K20_B002079","epithelial 6","tumor"
"3434","K20_B003105","epithelial 14","nontumor"
"3435","K20_B003112","epithelial 3","tumor"
"3436","K20_B003119","epithelial 24","nontumor"
"3437","K20_B003120","epithelial 2","nontumor"
"3438","K20_B003125","epithelial 9","nontumor"
"3439","K20_B003518","epithelial 8","tumor"
"3440","K20_B003527","epithelial 4","tumor"
"3441","K20_B003588","epithelial 11","nontumor"
"3442","K20_B003775","epithelial 5","tumor"
"3443","K20_B003776","epithelial 5","tumor"
"3444","K20_B003777","epithelial 5","tumor"
"3445","K20_B003930","epithelial 14","nontumor"
"3446","K20_B003995","epithelial 20","tumor"
"3447","K21_1001000339","epithelial 13","tumor"
"3448","K21_1001000407","epithelial 0","tumor"
"3449","K21_1001000408","epithelial 0","tumor"
"3450","K21_1001000412","epithelial 0","tumor"
"3451","K21_B001010","epithelial 18","tumor"
"3452","K21_B002077","epithelial 6","tumor"
"3453","K21_B002097","epithelial 7","nontumor"
"3454","K21_B003112","epithelial 3","tumor"
"3455","K21_B003116","epithelial 18","tumor"
"3456","K21_B003119","epithelial 24","nontumor"
"3457","K21_B003518","epithelial 8","tumor"
"3458","K21_B003522","epithelial 2","nontumor"
"3459","K21_B003527","epithelial 4","tumor"
"3460","K21_B003588","epithelial 4","nontumor"
"3461","K21_B003777","epithelial 5","tumor"
"3462","K21_B003995","epithelial 1","nontumor"
"3463","K22_1001000407","epithelial 0","tumor"
"3464","K22_1001000408","epithelial 0","tumor"
"3465","K22_1001000412","epithelial 0","tumor"
"3466","K22_B000422","epithelial 6","tumor"
"3467","K22_B001010","epithelial 14","nontumor"
"3468","K22_B002078","epithelial 1","nontumor"
"3469","K22_B002097","epithelial 1","nontumor"
"3470","K22_B003070","epithelial 2","tumor"
"3471","K22_B003112","epithelial 15","nontumor"
"3472","K22_B003116","epithelial 3","tumor"
"3473","K22_B003119","epithelial 24","nontumor"
"3474","K22_B003120","epithelial 3","tumor"
"3475","K22_B003125","epithelial 7","nontumor"
"3476","K22_B003518","epithelial 8","tumor"
"3477","K22_B003527","epithelial 4","tumor"
"3478","K22_B003588","epithelial 2","nontumor"
"3479","K22_B003776","epithelial 5","tumor"
"3480","K22_B003777","epithelial 5","tumor"
"3481","K2_1001000407","epithelial 0","tumor"
"3482","K2_1001000408","epithelial 0","tumor"
"3483","K2_B000261","epithelial 10","tumor"
"3484","K2_B002090","epithelial 9","nontumor"
"3485","K2_B003119","epithelial 24","nontumor"
"3486","K2_B003126","epithelial 1","nontumor"
"3487","K2_B003129","epithelial 10","tumor"
"3488","K2_B003132","epithelial 10","tumor"
"3489","K2_B003187","epithelial 1","nontumor"
"3490","K3_1001000407","epithelial 0","tumor"
"3491","K3_1001000408","epithelial 0","tumor"
"3492","K3_1001000412","epithelial 0","tumor"
"3493","K3_B000429","epithelial 10","tumor"
"3494","K3_B001543","epithelial 17","tumor"
"3495","K3_B003119","epithelial 24","nontumor"
"3496","K3_B003126","epithelial 1","nontumor"
"3497","K3_B003132","epithelial 10","tumor"
"3498","K3_B003187","epithelial 1","nontumor"
"3499","K3_B003191","epithelial 1","nontumor"
"3500","K3_B003648","epithelial 19","tumor"
"3501","K3_B003659","epithelial 19","tumor"
"3502","K4_1001000407","epithelial 0","tumor"
"3503","K4_1001000408","epithelial 0","tumor"
"3504","K4_1001000412","epithelial 0","tumor"
"3505","K4_B000261","epithelial 10","tumor"
"3506","K4_B000429","epithelial 10","tumor"
"3507","K4_B000863","epithelial 16","tumor"
"3508","K4_B001470","epithelial 5","tumor"
"3509","K4_B003119","epithelial 24","nontumor"
"3510","K4_B003132","epithelial 10","tumor"
"3511","K4_B003648","epithelial 19","tumor"
"3512","K4_B003995","epithelial 3","nontumor"
"3513","K5_1001000407","epithelial 0","tumor"
"3514","K5_1001000408","epithelial 0","tumor"
"3515","K5_1001000412","epithelial 0","tumor"
"3516","K5_B000429","epithelial 10","tumor"
"3517","K5_B000863","epithelial 16","tumor"
"3518","K5_B001545","epithelial 17","tumor"
"3519","K5_B003119","epithelial 24","nontumor"
"3520","K5_B003126","epithelial 1","nontumor"
"3521","K5_B003995","epithelial 2","tumor"
"3522","K6_1001000340","epithelial 13","tumor"
"3523","K6_1001000407","epithelial 0","tumor"
"3524","K6_1001000408","epithelial 0","tumor"
"3525","K6_1001000412","epithelial 0","tumor"
"3526","K6_B000862","epithelial 14","nontumor"
"3527","K6_B000863","epithelial 14","nontumor"
"3528","K6_B001474","epithelial 5","tumor"
"3529","K6_B001545","epithelial 17","tumor"
"3530","K6_B001548","epithelial 17","tumor"
"3531","K6_B001554","epithelial 3","tumor"
"3532","K6_B001558","epithelial 1","nontumor"
"3533","K6_B003119","epithelial 24","nontumor"
"3534","K6_B003132","epithelial 7","nontumor"
"3535","K6_B003191","epithelial 3","nontumor"
"3536","K6_B003995","epithelial 2","tumor"
"3537","K7_1001000407","epithelial 0","tumor"
"3538","K7_1001000408","epithelial 0","tumor"
"3539","K7_1001000412","epithelial 0","tumor"
"3540","K7_B000861","epithelial 16","tumor"
"3541","K7_B000863","epithelial 14","tumor"
"3542","K7_B001474","epithelial 5","tumor"
"3543","K7_B001545","epithelial 2","nontumor"
"3544","K7_B001558","epithelial 1","nontumor"
"3545","K7_B003119","epithelial 24","nontumor"
"3546","K7_B003125","epithelial 7","nontumor"
"3547","K7_B003126","epithelial 1","nontumor"
"3548","K7_B003129","epithelial 10","tumor"
"3549","K7_B003132","epithelial 7","nontumor"
"3550","K7_B003187","epithelial 10","tumor"
"3551","K7_B003518","epithelial 4","tumor"
"3552","K7_B003527","epithelial 8","tumor"
"3553","K7_B003528","epithelial 1","nontumor"
"3554","K7_B003648","epithelial 2","tumor"
"3555","K7_B003995","epithelial 2","nontumor"
"3556","K8_1001000407","epithelial 0","tumor"
"3557","K8_1001000408","epithelial 0","tumor"
"3558","K8_1001000412","epithelial 11","tumor"
"3559","K8_B001554","epithelial 7","nontumor"
"3560","K8_B001558","epithelial 7","nontumor"
"3561","K8_B001559","epithelial 2","nontumor"
"3562","K8_B003119","epithelial 3","tumor"
"3563","K8_B003126","epithelial 1","nontumor"
"3564","K8_B003132","epithelial 1","tumor"
"3565","K8_B003187","epithelial 10","tumor"
"3566","K8_B003191","epithelial 1","nontumor"
"3567","K8_B003523","epithelial 17","tumor"
"3568","K8_B003527","epithelial 8","tumor"
"3569","K8_B003648","epithelial 19","tumor"
"3570","K8_B003659","epithelial 2","tumor"
"3571","K9_1001000407","epithelial 0","tumor"
"3572","K9_1001000408","epithelial 0","tumor"
"3573","K9_1001000412","epithelial 0","tumor"
"3574","K9_B001474","epithelial 5","tumor"
"3575","K9_B001475","epithelial 5","tumor"
"3576","K9_B001543","epithelial 3","tumor"
"3577","K9_B001545","epithelial 2","nontumor"
"3578","K9_B001558","epithelial 1","nontumor"
"3579","K9_B003117","epithelial 2","tumor"
"3580","K9_B003119","epithelial 24","nontumor"
"3581","K9_B003523","epithelial 2","nontumor"
"3582","K9_B003527","epithelial 8","tumor"
"3583","K9_B003656","epithelial 19","tumor"
"3584","K9_B003663","epithelial 25","tumor"
"3585","L10_1001000407","epithelial 0","tumor"
"3586","L10_1001000408","epithelial 0","tumor"
"3587","L10_1001000412","epithelial 0","tumor"
"3588","L10_B001475","epithelial 5","tumor"
"3589","L10_B001548","epithelial 17","tumor"
"3590","L10_B001554","epithelial 7","nontumor"
"3591","L10_B003078","epithelial 21","tumor"
"3592","L10_B003116","epithelial 9","nontumor"
"3593","L10_B003119","epithelial 3","tumor"
"3594","L10_B003518","epithelial 4","tumor"
"3595","L10_B003523","epithelial 1","nontumor"
"3596","L10_B003527","epithelial 8","tumor"
"3597","L10_B003528","epithelial 17","tumor"
"3598","L10_B003588","epithelial 22","tumor"
"3599","L11_1001000340","epithelial 2","nontumor"
"3600","L11_1001000407","epithelial 0","tumor"
"3601","L11_1001000408","epithelial 0","tumor"
"3602","L11_1001000412","epithelial 0","tumor"
"3603","L11_B000863","epithelial 16","tumor"
"3604","L11_B001474","epithelial 5","tumor"
"3605","L11_B001475","epithelial 2","tumor"
"3606","L11_B001554","epithelial 7","nontumor"
"3607","L11_B001558","epithelial 7","nontumor"
"3608","L11_B003518","epithelial 4","tumor"
"3609","L11_B003577","epithelial 17","tumor"
"3610","L11_B003588","epithelial 8","tumor"
"3611","L12_1001000407","epithelial 0","tumor"
"3612","L12_1001000408","epithelial 0","tumor"
"3613","L12_1001000412","epithelial 11","tumor"
"3614","L12_B000422","epithelial 6","tumor"
"3615","L12_B002077","epithelial 6","tumor"
"3616","L12_B003120","epithelial 3","tumor"
"3617","L12_B003518","epithelial 8","tumor"
"3618","L12_B003527","epithelial 4","tumor"
"3619","L12_B003777","epithelial 5","tumor"
"3620","L13_1001000407","epithelial 0","tumor"
"3621","L13_1001000408","epithelial 0","tumor"
"3622","L13_1001000412","epithelial 0","tumor"
"3623","L13_B000420","epithelial 6","tumor"
"3624","L13_B002079","epithelial 6","tumor"
"3625","L13_B003116","epithelial 3","tumor"
"3626","L13_B003129","epithelial 9","nontumor"
"3627","L13_B003518","epithelial 8","tumor"
"3628","L13_B003527","epithelial 4","tumor"
"3629","L13_B003529","epithelial 4","tumor"
"3630","L13_B003588","epithelial 2","nontumor"
"3631","L13_B003771","epithelial 1","nontumor"
"3632","L13_B003776","epithelial 5","tumor"
"3633","L13_B003777","epithelial 5","tumor"
"3634","L13_B003920","epithelial 20","tumor"
"3635","L14_1001000340","epithelial 13","tumor"
"3636","L14_1001000407","epithelial 0","tumor"
"3637","L14_1001000408","epithelial 0","tumor"
"3638","L14_1001000412","epithelial 2","nontumor"
"3639","L14_B000420","epithelial 6","tumor"
"3640","L14_B000422","epithelial 6","tumor"
"3641","L14_B003112","epithelial 15","nontumor"
"3642","L14_B003116","epithelial 3","tumor"
"3643","L14_B003120","epithelial 22","nontumor"
"3644","L14_B003126","epithelial 10","tumor"
"3645","L14_B003132","epithelial 1","nontumor"
"3646","L14_B003187","epithelial 1","nontumor"
"3647","L14_B003518","epithelial 8","tumor"
"3648","L14_B003522","epithelial 2","nontumor"
"3649","L14_B003527","epithelial 8","tumor"
"3650","L14_B003588","epithelial 2","nontumor"
"3651","L14_B003771","epithelial 20","tumor"
"3652","L14_B003776","epithelial 5","tumor"
"3653","L14_B003920","epithelial 20","tumor"
"3654","L15_1001000407","epithelial 11","tumor"
"3655","L15_1001000408","epithelial 0","tumor"
"3656","L15_1001000412","epithelial 11","tumor"
"3657","L15_B000422","epithelial 6","nontumor"
"3658","L15_B002078","epithelial 12","nontumor"
"3659","L15_B003103","epithelial 14","nontumor"
"3660","L15_B003112","epithelial 3","tumor"
"3661","L15_B003116","epithelial 3","tumor"
"3662","L15_B003120","epithelial 15","nontumor"
"3663","L15_B003126","epithelial 10","tumor"
"3664","L15_B003129","epithelial 10","tumor"
"3665","L15_B003191","epithelial 1","nontumor"
"3666","L15_B003518","epithelial 8","tumor"
"3667","L15_B003527","epithelial 4","tumor"
"3668","L15_B003775","epithelial 5","tumor"
"3669","L15_B003776","epithelial 5","tumor"
"3670","L15_B003777","epithelial 5","tumor"
"3671","L15_B003995","epithelial 1","nontumor"
"3672","L16_1001000339","epithelial 13","tumor"
"3673","L16_1001000407","epithelial 0","tumor"
"3674","L16_1001000408","epithelial 0","tumor"
"3675","L16_1001000412","epithelial 0","tumor"
"3676","L16_B000420","epithelial 6","tumor"
"3677","L16_B002078","epithelial 6","tumor"
"3678","L16_B002079","epithelial 15","nontumor"
"3679","L16_B003103","epithelial 14","nontumor"
"3680","L16_B003112","epithelial 15","nontumor"
"3681","L16_B003116","epithelial 3","tumor"
"3682","L16_B003120","epithelial 3","tumor"
"3683","L16_B003129","epithelial 1","nontumor"
"3684","L16_B003132","epithelial 1","nontumor"
"3685","L16_B003187","epithelial 10","tumor"
"3686","L16_B003518","epithelial 8","tumor"
"3687","L16_B003527","epithelial 8","tumor"
"3688","L16_B003588","epithelial 4","tumor"
"3689","L16_B003777","epithelial 5","tumor"
"3690","L16_B003920","epithelial 20","tumor"
"3691","L17_1001000407","epithelial 0","tumor"
"3692","L17_1001000408","epithelial 0","tumor"
"3693","L17_1001000412","epithelial 0","tumor"
"3694","L17_B000420","epithelial 6","tumor"
"3695","L17_B000422","epithelial 15","nontumor"
"3696","L17_B002074","epithelial 1","nontumor"
"3697","L17_B002079","epithelial 6","tumor"
"3698","L17_B003112","epithelial 3","tumor"
"3699","L17_B003116","epithelial 3","tumor"
"3700","L17_B003120","epithelial 15","nontumor"
"3701","L17_B003129","epithelial 9","nontumor"
"3702","L17_B003518","epithelial 4","tumor"
"3703","L17_B003527","epithelial 8","tumor"
"3704","L17_B003588","epithelial 22","tumor"
"3705","L17_B003775","epithelial 5","tumor"
"3706","L17_B003776","epithelial 5","tumor"
"3707","L17_B003777","epithelial 5","tumor"
"3708","L18_1001000339","epithelial 13","tumor"
"3709","L18_1001000407","epithelial 0","tumor"
"3710","L18_1001000408","epithelial 0","tumor"
"3711","L18_1001000412","epithelial 0","tumor"
"3712","L18_B000422","epithelial 6","tumor"
"3713","L18_B002074","epithelial 7","tumor"
"3714","L18_B002077","epithelial 1","nontumor"
"3715","L18_B002079","epithelial 6","tumor"
"3716","L18_B002097","epithelial 1","nontumor"
"3717","L18_B003105","epithelial 14","nontumor"
"3718","L18_B003112","epithelial 3","tumor"
"3719","L18_B003116","epithelial 3","tumor"
"3720","L18_B003120","epithelial 15","nontumor"
"3721","L18_B003129","epithelial 1","nontumor"
"3722","L18_B003518","epithelial 4","tumor"
"3723","L18_B003527","epithelial 8","tumor"
"3724","L18_B003588","epithelial 4","tumor"
"3725","L18_B003777","epithelial 11","tumor"
"3726","L18_B003920","epithelial 20","tumor"
"3727","L19_1001000407","epithelial 0","tumor"
"3728","L19_1001000408","epithelial 0","tumor"
"3729","L19_1001000412","epithelial 0","tumor"
"3730","L19_B000420","epithelial 6","nontumor"
"3731","L19_B000422","epithelial 12","nontumor"
"3732","L19_B002078","epithelial 6","tumor"
"3733","L19_B002079","epithelial 6","tumor"
"3734","L19_B003112","epithelial 11","tumor"
"3735","L19_B003120","epithelial 3","tumor"
"3736","L19_B003126","epithelial 9","nontumor"
"3737","L19_B003129","epithelial 9","nontumor"
"3738","L19_B003527","epithelial 4","tumor"
"3739","L19_B003529","epithelial 2","nontumor"
"3740","L19_B003771","epithelial 20","tumor"
"3741","L19_B003777","epithelial 5","tumor"
"3742","L19_B003920","epithelial 20","tumor"
"3743","L19_B003995","epithelial 20","tumor"
"3744","L1_1001000407","epithelial 0","tumor"
"3745","L1_1001000408","epithelial 0","tumor"
"3746","L1_B000863","epithelial 14","nontumor"
"3747","L1_B003077","epithelial 9","nontumor"
"3748","L1_B003129","epithelial 7","nontumor"
"3749","L1_B003132","epithelial 7","nontumor"
"3750","L1_B003191","epithelial 1","nontumor"
"3751","L1_B003659","epithelial 19","tumor"
"3752","L20_1001000339","epithelial 13","tumor"
"3753","L20_1001000407","epithelial 11","tumor"
"3754","L20_1001000408","epithelial 0","tumor"
"3755","L20_1001000412","epithelial 0","tumor"
"3756","L20_B000420","epithelial 2","nontumor"
"3757","L20_B000422","epithelial 6","tumor"
"3758","L20_B002077","epithelial 2","nontumor"
"3759","L20_B002078","epithelial 2","nontumor"
"3760","L20_B002079","epithelial 6","tumor"
"3761","L20_B003112","epithelial 3","tumor"
"3762","L20_B003116","epithelial 3","tumor"
"3763","L20_B003120","epithelial 15","nontumor"
"3764","L20_B003518","epithelial 8","tumor"
"3765","L20_B003527","epithelial 4","tumor"
"3766","L20_B003588","epithelial 22","tumor"
"3767","L20_B003771","epithelial 20","tumor"
"3768","L20_B003776","epithelial 5","tumor"
"3769","L20_B003777","epithelial 2","tumor"
"3770","L20_B003995","epithelial 20","tumor"
"3771","L21_1001000407","epithelial 0","tumor"
"3772","L21_1001000408","epithelial 0","tumor"
"3773","L21_1001000412","epithelial 11","tumor"
"3774","L21_B000422","epithelial 6","tumor"
"3775","L21_B000580","epithelial 9","nontumor"
"3776","L21_B002074","epithelial 1","nontumor"
"3777","L21_B002077","epithelial 6","tumor"
"3778","L21_B002078","epithelial 3","tumor"
"3779","L21_B002079","epithelial 6","tumor"
"3780","L21_B003112","epithelial 3","tumor"
"3781","L21_B003116","epithelial 15","nontumor"
"3782","L21_B003120","epithelial 15","nontumor"
"3783","L21_B003129","epithelial 9","nontumor"
"3784","L21_B003518","epithelial 4","tumor"
"3785","L21_B003527","epithelial 4","tumor"
"3786","L21_B003529","epithelial 4","tumor"
"3787","L21_B003588","epithelial 22","tumor"
"3788","L21_B003775","epithelial 5","tumor"
"3789","L21_B003776","epithelial 5","tumor"
"3790","L21_B003777","epithelial 2","tumor"
"3791","L21_B003894","epithelial 20","tumor"
"3792","L21_B003995","epithelial 20","tumor"
"3793","L22_1001000339","epithelial 13","tumor"
"3794","L22_1001000407","epithelial 0","tumor"
"3795","L22_1001000408","epithelial 0","tumor"
"3796","L22_1001000412","epithelial 0","tumor"
"3797","L22_B000422","epithelial 6","tumor"
"3798","L22_B002079","epithelial 6","tumor"
"3799","L22_B003112","epithelial 3","tumor"
"3800","L22_B003120","epithelial 3","tumor"
"3801","L22_B003518","epithelial 4","tumor"
"3802","L22_B003522","epithelial 2","nontumor"
"3803","L22_B003527","epithelial 8","tumor"
"3804","L22_B003529","epithelial 2","nontumor"
"3805","L22_B003588","epithelial 22","tumor"
"3806","L22_B003646","epithelial 1","nontumor"
"3807","L22_B003775","epithelial 5","tumor"
"3808","L22_B003776","epithelial 5","tumor"
"3809","L22_B003995","epithelial 12","nontumor"
"3810","L23_B003588","epithelial 22","tumor"
"3811","L2_1001000407","epithelial 0","tumor"
"3812","L2_B000579","epithelial 2","nontumor"
"3813","L2_B000863","epithelial 16","tumor"
"3814","L2_B001464","epithelial 18","tumor"
"3815","L2_B003187","epithelial 10","tumor"
"3816","L2_B003191","epithelial 1","nontumor"
"3817","L2_B003648","epithelial 11","tumor"
"3818","L2_B003659","epithelial 11","tumor"
"3819","L3_1001000407","epithelial 0","tumor"
"3820","L3_1001000408","epithelial 0","tumor"
"3821","L3_1001000412","epithelial 11","tumor"
"3822","L3_B000861","epithelial 16","tumor"
"3823","L3_B000863","epithelial 14","tumor"
"3824","L3_B001543","epithelial 17","tumor"
"3825","L3_B001558","epithelial 1","nontumor"
"3826","L3_B002090","epithelial 9","nontumor"
"3827","L3_B003125","epithelial 1","nontumor"
"3828","L3_B003129","epithelial 1","nontumor"
"3829","L3_B003132","epithelial 1","nontumor"
"3830","L3_B003187","epithelial 1","nontumor"
"3831","L3_B003648","epithelial 2","nontumor"
"3832","L3_B003659","epithelial 19","tumor"
"3833","L4_1001000407","epithelial 0","tumor"
"3834","L4_1001000408","epithelial 0","tumor"
"3835","L4_1001000411","epithelial 0","tumor"
"3836","L4_1001000412","epithelial 0","tumor"
"3837","L4_B001464","epithelial 18","tumor"
"3838","L4_B001474","epithelial 5","tumor"
"3839","L4_B001543","epithelial 17","tumor"
"3840","L4_B003126","epithelial 10","tumor"
"3841","L4_B003187","epithelial 1","nontumor"
"3842","L4_B003528","epithelial 17","tumor"
"3843","L4_B003648","epithelial 11","tumor"
"3844","L5_1001000407","epithelial 0","tumor"
"3845","L5_1001000408","epithelial 0","tumor"
"3846","L5_1001000412","epithelial 0","tumor"
"3847","L5_B000863","epithelial 14","tumor"
"3848","L5_B001551","epithelial 17","tumor"
"3849","L5_B001554","epithelial 1","nontumor"
"3850","L5_B001558","epithelial 7","nontumor"
"3851","L5_B003112","epithelial 15","nontumor"
"3852","L5_B003126","epithelial 1","nontumor"
"3853","L5_B003129","epithelial 10","tumor"
"3854","L5_B003132","epithelial 10","tumor"
"3855","L5_B003527","epithelial 4","tumor"
"3856","L5_B003648","epithelial 19","tumor"
