NI07_grouped_pd	NI07_grouped_pr	NI07_naive
COL8A1	0	0	1.57329127967418
CHI3L1	0	0	2.23373568067224
ASRGL1	0	0	1.11039584185586
LOC100507250	0	0	2.04239611874944
C19orf35	0	0	1.57462789433992
FANK1	0	0	2.9127377908775
ANKMY1	0	0	1.7876124286937
AGR2	0	0	1.21372956835035
BASP1	0	0	1.57659313219105
XIST	0	0	1.15372036990924
ZNF440	0	0	1.55152487905149
BDH2	0	0	1.07564309008552
MAF	0	0	1.32975563649395
SATB1	0	0	1.54540462268831
CH25H	0	0	1.6726460722408
TBX15	0	0	2.73787960836719
TCTN1	0	0	1.75888584495992
APCDD1	0	0	1.71291283010568
ITGA4	0	0	2.53833229382159
ARMC9	0	0	1.09734396210265
FUZ	0	0	1.78237994805095
RGS17	0	0	2.03261228555397
STK32A	0	0	1.39484111780957
DENND6B	0	0	1.69019958162615
FAM221A	0	0	1.4603294970896
KCTD1	0	0	1.16460898243498
ULK4	0	0	1.66939782677194
PDE6B	0	0	1.49793051659383
RIC3	0	0	1.69929408520747
DYX1C1	0	0	1.90116215175283
ZNF703	0	0	1.30059481530285
MDM1	0	0	1.51520315580235
CDH26	0	0	1.68494922171673
MZF1	0	0	1.33880400139466
GLB1L3	0	0	1.11969361610307
IQCA1	0	0	1.37133914340322
PTGER2	0	0	2.23840500328031
GADD45G	0	0	1.02576315400553
SLFN13	0	0	1.43963471214514
SIX2	0	0	1.95299461999018
ARHGAP39	0	0	1.3507018197277
GLB1L	0	0	1.50733173930167
ANTXR1	0	0	1.5608462346002
MPDZ	0	0	1.29139882059344
FOXC1	0	0	1.29752425834123
ABCA4	0	0	1.95123301848468
LRRC56	0	0	1.94049856532678
KIAA0825	0	0	1.33148659970066
HSD17B2	0	0	1.82576612767337
SNCAIP	0	0	1.43126894901571
CDR1	0	0	1.49141180107027
TTC26	0	0	1.14779293239594
SMPD3	0	0	1.28008366399922
FBXW9	0	0	1.56552849448685
CDC25B	0	0	1.30882409222315
LXN	0	0	2.22321786743966
CASC2	0	0	1.6391881616516
OSCP1	0	0	2.31931770656781
SCAMP4	0	0	1.06984898512584
C16orf93	0	0	1.96160668553391
AKNA	0	0	1.79412333627989
BZRAP1	0	0	1.89081252546939
BHLHE41	0	0	1.61584081755465
C5orf45	0	0	1.0009369908795
CYSLTR1	0	0	1.91380971620455
C2CD4A	0	0	1.53395408614199
DMD	0	0	1.63171841161588
MZF1-AS1	0	0	1.72888128338937
SAMHD1	0	0	1.08116431129557
CDH11	0	0	1.41897291123202
ARL4A	0	0	1.62963987715988
LY6G5C	0	0	1.72530645702429
SLC10A1	0	0	1.22175632750954
NBEA	0	0	1.48231082545042
ANKRD18A	0	0	1.4223612753921
PLEKHG7	0	0	2.03475795369475
C11orf74	0	0	2.12275572519571
ERN1	0	0	1.02008946600286
DUOX1	0	0	1.45839036900338
BBS9	0	0	1.21147086427246
NLRC3	0	0	1.45257926273934
SEC14L4	0	0	1.59190077480429
PWARSN	0	0	1.57913765032184
RPGR	0	0	1.35810469905365
BBS5	0	0	1.48957414423942
C11orf63	0	0	1.40272955260351
CRTC1	0	0	1.25098975447923
LRGUK	0	0	2.01665223879625
ARL6	0	0	1.77199153895501
WRAP53	0	0	1.44463428844232
TTC23L	0	0	1.80988117366948
ACAP1	0	0	1.04468547934018
CNTRL	0	0	1.54892902738939
DCDC2	0	0	1.94393625924533
SPON2	0	0	1.6951320333422
NEK11	0	0	1.60551852869229
PECAM1	0	0	2.15416731977023
PRRX2	0	0	1.64976320639792
SLC26A2	0	0	2.15168213188567
PARD6G-AS1	0	0	1.52323910636894
MAFB	0	0	1.68871584025606
MAP9	0	0	1.20457195545664
RHPN1	0	0	1.12744376410101
AKAP6	0	0	1.81966216386158
CYP1B1	0	0	1.82106226943446
CCDC34	0	0	1.02248872619614
PRR7	0	0	1.18952146757292
ABHD6	0	0	1.61864278220504
ZNF331	0	0	1.62186529089388
THRA	0	0	1.1932526197302
CLDN10-AS1	0	0	1.65497662585173
AZIN2	0	0	1.91446493833454
CAPS2	0	0	1.41918494811825
KIF9	0	0	2.10815559827011
STK36	0	0	1.68585870688578
LPIN1	0	0	1.30152368330935
NIPBL-AS1	0	0	1.54844022097624
ABCC9	0	0	1.87771585170272
CFAP36	0	0	1.50216579569019
CEP97	0	0	1.27122405576921
C16orf46	0	0	1.87560357468405
KREMEN1	0	0	1.2185906149297
MMP13	0	0	2.57320338434996
TRIP13	0	0	2.12408891388714
CAPN13	0	0	1.70455649943662
BCAS3	0	0	1.1469111926697
TTLL7	0	0	1.52393096093559
LPAR3	0	0	1.13252762849004
SPATA33	0	0	1.59522380396463
ATP10A	0	0	1.34313402378995
ABCC6P2	0	0	1.70505752335584
ZNF473	0	0	1.31763983442405
LOC100288798	0	0	1.25298418734032
ARHGAP18	0	0	1.94570046860548
KIF27	0	0	1.50601413591787
ENKD1	0	0	1.77024366554585
TMEM246	0	0	1.19784774361002
OXCT1	0	0	1.28615295956751
CSF1	0	0	1.54908159087012
C9orf116	0	0	3.04001489769444
MAPK8IP1	0	0	1.77717650892949
CRNDE	0	0	1.02717138191743
NPIPB6	0	0	1.16791388553433
LOC100288152	0	0	1.56564094554866
LOC730202	0	0	1.68822971321903
LRRC23	0	0	2.33348080257233
LTBP2	0	0	2.28767009380213
TRPC6	0	0	2.19793069263308
CRIP1	0	0	1.08475666423853
SHROOM4	0	0	1.21515416701668
ZNF487	0	0	1.14402024748481
LINC01550	0	0	1.26949180854549
LRRC8B	0	0	1.00914904604711
ZMAT1	0	0	1.05007071793937
ANKDD1B	0	0	1.18805864261365
SOBP	0	0	2.50447621611125
KHSRP	0	0	1.02983369386651
FBXL13	0	0	1.3966452481042
GLIDR	0	0	1.01193119329641
SOX5	0	0	1.89242079067582
CEMIP	0	0	1.57065296057362
SLFN11	0	0	1.74548462089544
SERPINA3	0	0	2.21291103242429
UBXN11	0	0	1.76969865692534
LOC642852	0	0	1.51066908453944
CAP2	0	0	1.40655290711553
LZTFL1	0	0	1.43912281323173
ACVR1B	0	0	1.3811667688875
MAOB	0	0	2.19184445027765
TOX	0	0	1.31616141770322
LOC101927318	0	0	1.3312714506744
C9orf72	0	0	1.22238226038435
XRCC6BP1	0	0	1.65429929068939
GNA14	0	0	1.02774418925219
TMEM150C	0	0	1.61568526651532
DNHD1	0	0	1.55274171614162
TMEM61	0	0	1.23490895551573
ALMS1	0	0	1.06700301703686
FCGR2A	0	0	1.32728279000538
LRRC37BP1	0	0	1.11810065932715
PCDH20	0	0	1.24262498673929
UBE3D	0	0	1.50297277062637
ADAM12	0	0	1.74125715817321
AK9	0	0	1.8663871638737
SIX4	0	0	1.12250821076738
LOC648987	0	0	1.64987771909565
FZD8	0	0	1.09590564603935
ALPK3	0	0	1.42057669634832
SMIM6	0	0	1.45993004349558
DNAL1	0	0	1.4690241886773
MAK	0	0	1.49343952490796
CXXC4	0	0	1.00636493656399
C15orf65	0	0	1.36209987754112
LARP6	0	0	1.37408166761004
KRTAP3-1	0	0	2.68047542199142
MYLK	0	0	1.34187609141641
CHAC1	0	0	1.25562423116218
CSPP1	0	0	1.45552557914448
CHN2	0	0	1.704891804297
SLC1A4	0	0	1.6096981864137
IRAK1BP1	0	0	1.3398559712812
TSPAN1	0	0	1.15283260141763
C14orf79	0	0	1.18863945120211
MUC16	0	0	1.37713115869526
PDGFRL	0	0	1.36992056840597
IFT74	0	0	1.54895829620282
PLIN5	0	0	1.43302228744227
SHE	0	0	1.27641530009027
BMPR1B	0	0	1.63315408146064
CXCL12	0	0	2.07729273885946
SLIT2	0	0	1.42322338702774
SLC22A23	0	0	1.22435343466494
OLMALINC	0	0	1.03117664754223
TMEM5	0	0	1.13882865846238
CLGN	0	0	1.69634677813036
KIF24	0	0	1.11571553698379
GAS7	0	0	2.25357221073001
LOC153684	0	0	1.40876684017141
HHATL	0	0	2.639892161061
HHIP-AS1	0	0	2.13570700653146
NME7	0	0	1.28234912575258
NEK1	0	0	1.22402303720564
LOC105747689	0	0	1.19736575712298
ZC2HC1C	0	0	1.45273446693747
CEP162	0	0	1.40941408340389
HS3ST1	0	0	1.74092718800289
EEF1DP3	0	0	1.58474161683236
LCA5L	0	0	1.56048238219549
CCDC138	0	0	1.14515095120519
GOLGA8B	0	0	1.39788988295796
FAM86B1	0	0	1.21950285154832
SPTLC3	0	0	1.48445849673968
CDKL1	0	0	1.00737218296715
SPA17	0	0	2.31825038980535
PODN	0	0	1.9614014399672
MAFG-AS1	0	0	1.3385491002141
USP51	0	0	1.85929754898695
HCG14	0	0	1.31904124721802
NR1D1	0	0	1.06952966579516
GPC4	0	0	1.05047570142131
RYR3	0	0	2.11904854544345
POU2F2	0	0	1.27990582423969
SLC6A20	0	0	1.23129248497785
KIAA0319	0	0	1.37691367936998
WDPCP	0	0	1.14048020679893
LOC101927630	0	0	1.05234086710188
PTPRG	0	0	1.3519563445901
IFT81	0	0	1.16257907396846
CROCC	0	0	1.02324371747396
MYB	0	0	1.64634407117719
NNMT	0	0	1.79067091842554
MORN1	0	0	1.69213809758811
RASSF10	0	0	1.28160416275577
LOX	0	0	1.91621941474719
IGFBP2	0	0	1.63943185781189
VSTM2L	0	0	1.87455375076242
SLCO2A1	0	0	1.86731562771927
DFNB31	0	0	1.42354617344153
HLF	0	0	1.35385266664603
ARX	0	0	1.02207179401272
REM2	0	0	1.48586720141706
COL1A1	0	0	3.08298132271652
LOC101060498	0	0	1.5252080056319
SLC51B	0	0	2.12924573988252
COL4A5	0	0	1.26216302927222
PTGER4	0	0	1.04893589040316
ST6GALNAC6	0	0	1.17903941296981
ADAT3	0	0	1.13164468836651
SPATA7	0	0	1.12342514677828
LINC00997	0	0	1.39905452036292
FSIP1	0	0	2.04071679510964
LPPR3	0	0	1.0840058265096
PIP	0	0	1.94271327187905
KATNAL1	0	0	1.08951637271711
ACBD7	0	0	1.13852748641296
SHC2	0	0	1.94139408328576
IL20RA	0	0	1.1388017310839
FAM179B	0	0	1.08700895777946
SLC46A2	0	0	1.83525285380687
SNORA28	0	0	1.22985271308952
ANKRD26	0	0	1.07070112030282
TMEM59L	0	0	1.91439389475523
MRPS31	0	0	1.5146515880777
MATN2	0	0	1.22766192760041
LFNG	0	0	1.85936286380177
CLEC2D	0	0	1.95031055154954
WDR90	0	0	1.13008666204928
MSX1	0	0	1.19285382247927
ASTN2	0	0	1.60360620217338
ENG	0	0	1.31565810971814
PHC1	0	0	1.51778403972157
ASB14	0	0	1.37495470924055
ALPL	0	0	1.2931649481283
HP	0	0	2.98866535207181
NPAS3	0	0	1.40654326958382
MCTP1	0	0	1.26688213740437
DPYSL3	0	0	1.24175576407815
DNAJC12	0	0	1.41851916205634
SLC7A7	0	0	1.4889767047429
TGFB3	0	0	1.39615104978667
CEP19	0	0	1.54927118324859
KIF26B	0	0	1.92734435879454
IQCH	0	0	1.30824631464261
COQ10A	0	0	1.09387037900658
FBXL7	0	0	1.62874118517663
PRRT3	0	0	2.02405305182202
MLLT1	0	0	1.1084876762581
UNC119B	0	0	1.01206494099736
ST8SIA1	0	0	2.15113955442667
DSCAML1	0	0	1.64399790055111
MUC5AC	0	0	3.63382603477763
ERBB4	0	0	1.12814804250644
EPOR	0	0	1.82435471297339
ANKRD54	0	0	1.32246264932432
TNFRSF10C	0	0	1.35310471737527
TENM4	0	0	1.85424192806658
PCSK9	0	0	1.21028349467284
LIF	0	0	2.36044160191564
LINC00094	0	0	1.16743165151932
RIPK4	0	0	1.1941903389004
CEP290	0	0	1.05251962568766
CD14	0	0	1.38669756357331
LINC00271	0	0	1.6488679431971
TRPS1	0	0	1.63878487519572
GOLGA8A	0	0	1.55503087434539
SPDYA	0	0	1.12428119426144
SELPLG	0	0	1.41170927699382
DZIP3	0	0	1.37012854933461
GNA11	0	0	1.22633839754911
CENPBD1P1	0	0	1.15064411387493
PAPPA	0	0	1.2181277398445
RHEBL1	0	0	1.58462755409851
ADGRL2	0	0	1.63080128528161
C14orf142	0	0	1.89843294499016
FAM95C	0	0	1.09647123266392
SLIT1	0	0	1.6945483105001
NPM2	0	0	1.77882257867953
FZD4	0	0	1.76712498791304
CIRBP	0	0	1.20601621205268
SERPINA1	0	0	1.86225328964752
TLCD2	0	0	1.06658422339977
NCF2	0	0	1.47410677269913
CHST3	0	0	1.17812458350917
LRRC61	0	0	1.52935466960305
LRRN1	0	0	1.35939452946351
TTBK2	0	0	1.0913431341954
CLHC1	0	0	1.1441224886003
LINC01465	0	0	1.79366105336803
MEG3	0	0	2.34097148450169
EID2B	0	0	1.04193921545345
CYP2U1	0	0	1.18593415908265
CORO7	0	0	1.60775106144683
EXOC3-AS1	0	0	1.38001484555179
SPATA6	0	0	1.15705764219204
TMEM121	0	0	1.90370249995073
ACACB	0	0	1.62810681312029
LGALS2	0	0	1.02443859018207
FAXDC2	0	0	1.18443317019039
SOCS2	0	0	1.23692633924011
ZBED3	0	0	1.30184818819941
TOX2	0	0	1.29081662567724
RN7SL1	0	0	1.52414645476796
SLC2A12	0	0	1.71076768462035
ASIC1	0	0	1.70480412373854
KCNA3	0	0	1.6679303426019
SLC16A11	0	0	1.3221655941006
SLC2A3	0	0	2.07421438652315
COL28A1	0	0	1.09629157847782
RNF32	0	0	1.14840027853713
HSD11B1L	0	0	1.51277589199327
KIAA1841	0	0	1.25999046244648
TMEM107	0	0	1.67524830170312
TCTEX1D2	0	0	1.68222013771119
HIST1H2BG	0	0	1.45386498071508
IRAIN	0	0	1.84436573044023
PTPRD	0	0	1.4759735972628
SLC23A1	0	0	1.24220872798184
STMN3	0	0	1.71534095029909
PEX11G	0	0	1.1349754828467
CHSY1	0	0	1.34044654349741
HRK	0	0	1.32108846968119
C16orf45	0	0	1.47042108387061
CDK20	0	0	1.1082512040357
ZNF853	0	0	1.19894194701001
LOC728175	0	0	1.32574799639454
POMT2	0	0	1.23858726612512
PRKD1	0	0	1.15421190075652
MSI2	0	0	1.07071162559105
LOC101926935	0	0	1.2192855109682
RAD9A	0	0	1.27081403220923
DNAJC22	0	0	1.31967245977338
GUSBP3	0	0	1.19204145536066
PRR15	0	0	1.75717319980217
B4GALNT3	0	0	1.54593807765236
ADM2	0	0	1.22147231344149
DLL1	0	0	1.72850363885442
CLDN9	0	0	1.71116806949299
EYA1	0	0	1.3744166870924
BEND5	0	0	1.56323139064005
PLXNC1	0	0	1.01810095462252
TRIM3	0	0	1.04706696164392
SLC25A14	0	0	1.15548648915869
UCP2	0	0	1.64086128141837
KIF21A	0	0	1.23977012366368
LOC101927770	0	0	1.08652463751693
CEP41	0	0	1.13682657148136
OBSL1	0	0	1.00133100186868
DNAJC9-AS1	0	0	1.59439698262058
GUSBP9	0	0	1.2228354206435
SRCIN1	0	0	2.05255046095318
PLXDC1	0	0	1.54751826335587
SNORA80B	0	0	1.50875674549968
ICAM2	0	0	1.09512493370322
UPF1	0	0	1.23393987786808
DDIT4L	0	0	1.20146294771464
ADGRE5	0	0	1.02926766878445
LOXL1	0	0	1.30424603624509
FUT8-AS1	0	0	1.67181656447882
TMEM156	0	0	1.54476470271838
TMEM163	0	0	1.09821257559207
KIF3A	0	0	1.19878773429997
GEM	0	0	1.30486619345353
PCSK4	0	0	1.35003933403845
SLC1A1	0	0	1.00912926714824
ARVCF	0	0	1.56196548504545
C6orf99	0	0	1.2424366319784
NUDT14	0	0	1.26048230808435
IFT22	0	0	1.65487558682924
UBXN10	0	0	1.77083481725967
SNORA70G	0	0	1.26295681169299
NRXN3	0	0	1.43522791179961
CHRNA10	0	0	1.71957975089511
LOC729732	0	0	1.48692372436918
STXBP4	0	0	1.40696124365355
LINC01091	0	0	1.09245282392816
SYNPR-AS1	0	0	1.16151563159294
CES1P1	0	0	1.29561301005892
IKZF4	0	0	1.14637046886465
ECE1	0	0	1.16397450750713
CCDC88C	0	0	1.13182433901731
C8orf37-AS1	0	0	1.43721127397159
LSMEM1	0	0	1.24755501630522
SLC35B4	0	0	1.02744354928623
WDR35	0	0	1.03143186693517
FAM104B	0	0	1.61356499949025
ZNF497	0	0	1.37149508017352
SLC43A2	0	0	1.11476982366741
NFATC2	0	0	1.07706735192062
TIAM1	0	0	1.37372651961508
ZBED5-AS1	0	0	1.28465750734391
DCLK1	0	0	1.36753492441196
PPP1R26-AS1	0	0	1.00043987619944
LDHC	0	0	1.22716491583533
CNNM2	0	0	1.03336383428064
GSPT2	0	0	1.16743964679864
IGFBP7	0	0	1.8452465433976
MYOM2	0	0	1.18533584906247
GPR161	0	0	1.01275841808724
METTL12	0	0	1.11500341802933
KIAA0753	0	0	1.09902096639365
TPGS1	0	0	1.04251173288964
TGM2	0	0	1.11411978238939
ZDHHC1	0	0	1.54271223812679
DUSP18	0	0	1.27810903755097
ZNF334	0	0	1.19617561944906
JAZF1	0	0	1.01375683575949
OGFRL1	0	0	1.43526051815745
ADAL	0	0	1.1192685658249
FAM168A	0	0	1.04845183778895
MIDN	0	0	1.02057025791281
COCH	0	0	1.08004541016779
MSH3	0	0	1.34668793778994
GGT3P	0	0	1.26862712883493
IPW	0	0	1.02849238673493
LOC401052	0	0	1.26539501520227
DDX11	0	0	1.61079982846131
EIF3J-AS1	0	0	1.1179338407474
GALNT14	0	0	1.17011635374703
LOC283710	0	0	1.15096800730666
MIR425	0	0	1.02300350146453
SLC25A45	0	0	1.08042255342837
RBKS	0	0	1.03672539311463
TTC28	0	0	1.36197600195121
SH3BP5-AS1	0	0	1.06177366033743
C21orf91	0	0	1.04944040164673
BRE-AS1	0	0	1.75382467323453
MIPEPP3	0	0	1.59096257531577
LIMD2	0	0	1.06946937193751
LINC00888	0	0	1.01574269568564
CAMK1	0	0	1.00801231479139
LOC374443	0	0	1.60604700906465
MEGF11	0	0	1.14784537347305
DLGAP1-AS2	0	0	1.09258311087769
PRR34-AS1	0	0	1.04592721157994
CMTM3	0	0	1.01502466541695
GAD1	0	0	1.60463599416059
HSD17B13	0	0	1.45160187190164
SPATA24	0	0	1.30461700279988
SMOX	0	0	1.02321238568141
CATSPERG	0	0	1.10322642356411
CACNA1D	0	0	1.0713368651594
KLHDC7A	0	0	1.23271506874211
TRIB2	0	0	1.19098688606154
MIRLET7I	0	0	1.14752236583911
ADH1C	0	0	1.14133869076384
KCNN3	0	0	1.08721931973375
CCDC66	0	0	1.03880986240162
FKBP1B	0	0	1.03513806678273
LTK	0	0	1.30718159816912
RTN4R	0	0	1.38425183552989
UNK	0	0	1.00583144847315
ACYP2	0	0	1.0145251118439
LBHD1	0	0	1.14619121538278
GUCY1B3	0	0	1.20288593277223
STC2	0	0	1.11989972777114
B3GNT6	0	0	1.39690119651354
MYH11	0	0	1.36041280279182
FAM81A	0	0	1.05376760058272
IFT27	0	0	1.56550177479437
MAGI2	0	0	1.06984587572039
LOC100132356	0	0	1.1044763521773
FRS2	0	0	1.14747208600973
LOC113230	0	0	1.37109085779388
PAG1	0	0	1.06508332388523
TRDMT1	0	0	1.27153203223195
CALML4	0	0	1.96620872793566
ANGPT2	0	0	1.35501509761543
DPY19L1	0	0	1.01590272657962
FOCAD	0	0	1.17338100807247
INHBB	0	0	1.10998868312433
MAN1A1	0	0	1.05835465664315
PBX3	0	0	1.11880957135779
DPY19L2P2	0	0	1.25510084778338
LRP5L	0	0	1.75038853401834
MIA2	0	0	1.29103032411478
H2AFJ	0	0	1.27294508079586
FAM133CP	0	0	1.11987724391798
CHST15	0	0	1.00652335059589
SPINK5	0	0	1.06627049893399
RPGRIP1L	0	0	1.25109727233687
OTX1	0	0	1.31397209344378
GP6	0	0	2.0819494958911
RARA	0	0	1.03992981721145
KDM4B	0	0	1.21532174512989
SIPA1L2	0	0	1.34916298679424
DLL4	0	0	1.04050355299824
SAPCD1-AS1	0	0	1.01658302706998
AGAP4	0	0	1.17425082614027
NPIPB11	0	0	1.01124775857228
E2F8	0	0	1.07636039436802
LOC439994	0	0	1.09623802377104
RABL2B	0	0	1.35680984029902
PCNXL2	0	0	1.00623217362786
EFCAB2	0	0	1.68437763279544
NR4A2	0	0	1.06491181416737
ARHGAP26-IT1	0	0	1.41072961589299
LRRC4	0	0	1.08834340766768
IQCC	0	0	1.20893996574465
LOC102724927	0	0	1.19818161972906
CEP131	0	0	1.08992214093585
RGMB-AS1	0	0	1.193850280042
DUSP19	0	0	1.11547460116473
OCEL1	0	0	1.55499727932579
PPOX	0	0	1.2874264088206
SMPD2	0	0	1.47122357726395
PRKCE	0	0	1.02734494216672
ERICH5	0	0	1.24673578191495
INPP5E	0	0	1.05258267014758
URB1-AS1	0	0	1.06491776968039
LYZ	0	0	1.39998455010959
LRWD1	0	0	1.49168452649112
TCF7L1	0	0	1.16107130595456
SLC2A13	0	0	1.31400494279886
METTL1	0	0	1.20359447841973
CDKN2D	0	0	1.11209265231632
FAM83E	0	0	1.27731255537102
TTLL1	0	0	1.18283511325487
PCSK6	0	0	1.27285801147563
SYT12	0	0	1.3049887166441
EPG5	0	0	1.15269776283201
AGBL3	0	0	1.20931321656022
HMGN3	0	0	1.14012273308589
SLC13A4	0	0	1.43786833461324
WHAMMP2	0	0	1.03557223263951
AES	0	0	1.23358342896208
APP	0	0	2.09735521254686
ITGA9	0	0	1.07352636890384
RHOB	0	0	1.0087674343768
PRR36	0	0	1.12083490506199
ATP2A3	0	0	1.21519408428002
WDR60	0	0	1.32259698582809
IFITM2	0	0	1.08288279817906
SWSAP1	0	0	1.08312780717311
CENPM	0	0	1.24435169139463
HLA-J	0	0	1.46002846152321
HSPA1L	0	0	1.04339626373974
LOC100506639	0	0	1.1231394057613
TPM1	0	0	1.38752319598748
MCTP2	0	0	1.32258223438321
MPL	0	0	1.07990378132331
CEACAM1	0	0	1.04773980600525
MORN2	0	0	2.37074326932593
TBX19	0	0	1.1274156992662
FABP6	0	0	1.59839234406229
SLC35E3	0	0	1.11970238571542
SPATA6L	0	0	1.10240802882505
MED31	0	0	1.02076645192438
CACNB3	0	0	1.1178231467704
IQCK	0	0	1.14463849427796
MON2	0	0	1.65534896977086
P4HTM	0	0	1.2846924960499
GAS8	0	0	1.10998735881675
TIMP1	0	0	1.15659761261842
HSCB	0	0	1.11699603188247
C21orf59	0	0	1.55307176696692
TSC22D1	0	0	1.09654396265234
FAM174A	0	0	1.43243852142776
TSPAN31	0	0	1.75161659953125
GNS	0	0	1.09800029348244
ZC2HC1A	0	0	1.33190147518576
GPR132	0	0	1.67382213847809
PITPNM1	0	0	1.13055882519009
JUND	0	0	1.02570576315069
AUTS2	0	0	1.16658080098548
NUP107	0	0	1.34028653653128
SLC16A7	0	0	1.56203011301672
ODF2L	0	0	1.28940272619966
TRAF3IP1	0	0	1.73091337799772
CKB	0	0	1.30365340354338
HSPBP1	0	0	1.29275184469496
B9D2	0	0	1.35509353653405
OS9	0	0	2.15098181302092
RUVBL2	0	0	1.01970786658899
SLC12A2	0	0	1.1220799861465
TUBB4B	0	0	1.44684018354497
ERP27	0	0	1.38397591289565
IQCE	0	0	1.12869101874423
CCDC24	0	0	1.1714542858484
KLHDC9	0	0	1.08918145406593
ARL3	0	0	1.60585250333234
CBY1	0	0	1.02531451169124
BDH1	0	0	1.76144588653596
WRB	0	0	1.20349144985817
BBIP1	0	0	1.09428701363224
SPAG16	0	0	1.26097817189174
CALM1	0	0	1.11015935703264
CH17-340M24.3	0	0	1.32175110383416
DNAL4	0	0	1.16140199407861
IK	0	0	1.09976359636949
DPCD	0	0	1.54376423784919
ODF3B	0	0	1.96185303743574
LOC105377348	0	0	1.02007398769884
CLUAP1	0	0	1.20804066497027
LRFN3	0	0	1.44738475659623
SLC11A1	0	0	1.4341739945642
LRTOMT	0	0	1.68933754882041
GDF9	0	0	1.29857130199838
COPRS	0	0	1.02131762011787
CEACAM6	0	0	1.31147137262532
CETN2	0	0	1.67033079775193
ATPIF1	0	0	1.01318926826225
HIST1H2AE	0	0	1.5263556236047
UFC1	0	0	1.05683607656954
USP15	0	0	1.13532784302802
TNRC6C-AS1	0	0	1.09655233788696
RAB11FIP3	0	0	1.11629246998169
B3GNT7	0	0	1.12624785709076
IFT43	0	0	1.22430732645544
LOC100133091	0	0	1.15181831197881
HPGD	0	0	2.15302701985324
MBLAC2	0	0	1.33155694338617
EVA1B	0	0	1.05837303488512
NCF1C	0	0	1.1422412343678
CTSC	0	0	1.30437496765607
CDK4	0	0	1.48372932828094
CDC42EP1	0	0	1.19710363232784
AREG	0	0	1.27056737302256
