© 2000-2018 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules
RhoGDI Signaling	1.13E00	6.29E-02	2.111	ACTR2,ACTR3,ARHGAP9,EZR,LIMK2,ARHGEF1,ARHGEF3,RHOH,ARHGAP1,PIP4K2C,EP300
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	1.13E00	7.79E-02	NaN	NCOA2,LEF1,CTNNB1,IFNAR1,NCOA3,NCOA4
Nur77 Signaling in T Lymphocytes	1.13E00	8.47E-02	NaN	CAMK4,CASP3,PPP3R1,MAP3K2,EP300
GP6 Signaling Pathway	1.13E00	6.67E-02	-2.333	RAP1B,FYN,PRKCQ,CAMK4,PIK3R1,PIK3CG,PRKCH,ITPR1,PRKCB
Epoxysqualene Biosynthesis	1.12E00	5E-01	NaN	FDFT1
Taurine Biosynthesis	1.12E00	5E-01	NaN	CSAD
Antiproliferative Role of TOB in T Cell Signaling	1.12E00	1.15E-01	NaN	CUL1,TOB1,SMAD4
tRNA Splicing	1.12E00	9.52E-02	-2.000	PDE7A,PDE3B,PDE4D,PDE4B
Iron homeostasis signaling pathway	1.09E00	6.57E-02	NaN	ATP6V0E2,HSPA9,IL6R,CUL1,SMAD4,FBXL5,STAT3,HIF1A,ATP6V1A
Endothelin-1 Signaling	1.09E00	6.03E-02	-2.887	PAFAH1B2,BRAF,RAP1B,RAP2B,SHC1,PRKCQ,CASP3,PIK3R1,PIK3CG,PRKCH,ITPR1,PRKCB
Endocannabinoid Cancer Inhibition Pathway	1.08E00	6.33E-02	0.000	CASP3,DDIT3,PIK3R1,PIK3CG,PRKAG2,LEF1,HIF1A,CTNNB1,MAP2K1,PRKAR1A
p38 MAPK Signaling	1.08E00	6.78E-02	-1.134	TRAF6,DDIT3,DUSP1,DUSP10,RPS6KA3,MAP3K7,MKNK2,IL18RAP
Fatty Acid Activation	1.06E00	1.54E-01	NaN	ACSL4,ACSL1
Mevalonate Pathway I	1.06E00	1.54E-01	NaN	IDI1,HADHA
Retinoic acid Mediated Apoptosis Signaling	1.05E00	8.06E-02	-1.342	CASP3,PARP15,PARP8,CFLAR,IFNAR1
IL-15 Production	1.04E00	1.07E-01	NaN	RELA,TWF1,NFKB1
HMGB1 Signaling	1.04E00	6.38E-02	-2.333	RAP1B,RAP2B,RELA,KAT7,PIK3R1,PIK3CG,NFKB1,RHOH,MAP2K1
iNOS Signaling	1.03E00	8.89E-02	NaN	TRAF6,RELA,CAMK4,NFKB1
Regulation of Cellular Mechanics by Calpain Protease	1.03E00	7.94E-02	-2.000	RAP1B,RAP2B,EZR,CAPN2,CAPN7
Sertoli Cell-Sertoli Cell Junction Signaling	1.03E00	6.01E-02	NaN	RAP1B,RAP2B,EPB41,MAP3K7,PRKAG2,MAP3K8,CTNNB1,MAP2K1,PTEN,MAP3K2,PRKAR1A
Aryl Hydrocarbon Receptor Signaling	1.02E00	6.34E-02	-1.000	RELA,RBL2,NCOA2,MDM2,NFKB1,NFE2L2,PTGES3,NCOA3,EP300
DNA Double-Strand Break Repair by Non-Homologous End Joining	1.01E00	1.43E-01	NaN	XRCC6,XRCC5
Isoleucine Degradation I	1.01E00	1.43E-01	NaN	DLD,HADHA
Synaptic Long Term Depression	9.91E-01	5.91E-02	-1.508	PAFAH1B2,RAP1B,RAP2B,PRKCQ,PPP2R2A,PPP2CA,PRKCH,ITPR1,MAP2K1,PPP2R5A,PRKCB
EIF2 Signaling	9.91E-01	5.68E-02	-1.941	EIF2AK1,RAP1B,RAP2B,SHC1,DDIT3,PIK3R1,PIK3CG,SOS2,PPP1R15A,PPP1CB,EIF2AK2,HSPA5,MAP2K1
Sonic Hedgehog Signaling	9.75E-01	1E-01	NaN	PRKAG2,DYRK1A,PRKAR1A
Diphthamide Biosynthesis	9.59E-01	3.33E-01	NaN	EEF2
Tetrahydrobiopterin Biosynthesis I	9.59E-01	3.33E-01	NaN	PTS
Tetrahydrobiopterin Biosynthesis II	9.59E-01	3.33E-01	NaN	PTS
HIF1α Signaling	9.55E-01	6.35E-02	NaN	RAP2B,RAP1B,EGLN2,PIK3R1,PIK3CG,MDM2,HIF1A,EP300
Antiproliferative Role of Somatostatin Receptor 2	9.36E-01	6.9E-02	-1.633	RAP1B,RAP2B,BRAF,PIK3R1,PIK3CG,MAP2K1
Gαs Signaling	9.36E-01	6.54E-02	-1.134	BRAF,RGS2,PRKAG2,ADORA2A,MAP2K1,PTGER4,PRKAR1A
Epithelial Adherens Junction Signaling	9.24E-01	6.04E-02	NaN	RAP1B,RAP2B,ACTR2,ACTR3,LEF1,CRK,IQGAP1,CTNNB1,PTEN
Cellular Effects of Sildenafil (Viagra)	8.86E-01	6.11E-02	NaN	CAMK4,PDE3B,PRKAG2,PPP1CB,PDE4D,ITPR1,PDE4B,PRKAR1A
Role of IL-17A in Arthritis	8.86E-01	7.14E-02	NaN	RELA,PIK3R1,PIK3CG,NFKB1,MAP2K1
Amyloid Processing	8.86E-01	7.84E-02	NaN	PRKAG2,CAPN2,CAPN7,PRKAR1A
IL-1 Signaling	8.66E-01	6.59E-02	-2.449	TRAF6,RELA,MAP3K7,PRKAG2,NFKB1,PRKAR1A
γ-linolenate Biosynthesis II (Animals)	8.66E-01	1.18E-01	NaN	ACSL4,ACSL1
Mitochondrial L-carnitine Shuttle Pathway	8.66E-01	1.18E-01	NaN	ACSL4,ACSL1
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	8.66E-01	1.18E-01	NaN	IDI1,HADHA
Gustation Pathway	8.63E-01	5.84E-02	NaN	LPAR6,P2RY10,PDE7A,PDE3B,PRKAG2,PDE4D,ITPR1,PDE4B,PRKAR1A
Inhibition of Angiogenesis by TSP1	8.54E-01	8.82E-02	NaN	FYN,CASP3,THBS1
Ephrin B Signaling	8.51E-01	6.94E-02	-1.342	NCK2,VAV3,CAP1,CTNNB1,HNRNPK
Amyotrophic Lateral Sclerosis Signaling	8.45E-01	6.19E-02	-1.633	RAB5A,CASP3,PIK3CG,PIK3R1,GLUL,CAPN2,CAPN7
Semaphorin Signaling in Neurons	8.42E-01	7.55E-02	NaN	FYN,LIMK2,RHOH,ARHGAP1
Branched-chain α-keto acid Dehydrogenase Complex	8.39E-01	2.5E-01	NaN	DLD
Spermine and Spermidine Degradation I	8.39E-01	2.5E-01	NaN	SAT1
Acetate Conversion to Acetyl-CoA	8.39E-01	2.5E-01	NaN	ACSL1
Valine Degradation I	8.24E-01	1.11E-01	NaN	DLD,HADHA
Apelin Muscle Signaling Pathway	8.24E-01	1.11E-01	NaN	PRKAG2,NRF1
Docosahexaenoic Acid (DHA) Signaling	8.21E-01	7.41E-02	NaN	FOXO1,CASP3,PIK3R1,PIK3CG
Apelin Cardiomyocyte Signaling Pathway	8.18E-01	6.09E-02	-1.633	PRKCQ,PIK3R1,PIK3CG,PRKCH,ITPR1,HIF1A,PRKCB
Granulocyte Adhesion and Diapedesis	8.15E-01	5.56E-02	NaN	CXCL16,ITGB2,SELL,CXCL13,EZR,XCL2,PECAM1,XCL1,CCL4L1/CCL4L2,IL18RAP
Superpathway of Methionine Degradation	7.77E-01	8.11E-02	NaN	DLD,MAT2A,MAT2B
Calcium Signaling	7.75E-01	5.34E-02	-2.530	RAP1B,RAP2B,AKAP5,CAMK4,NFATC3,PPP3R1,PRKAG2,MCU,ITPR1,EP300,PRKAR1A
Cardiomyocyte Differentiation via BMP Receptors	7.52E-01	1E-01	NaN	MAP3K7,SMAD4
Granzyme A Signaling	7.52E-01	1E-01	NaN	PRF1,EP300
2-ketoglutarate Dehydrogenase Complex	7.52E-01	2E-01	NaN	DLD
Lysine Degradation II	7.52E-01	2E-01	NaN	AASDHPPT
Lysine Degradation V	7.52E-01	2E-01	NaN	AASDHPPT
2-oxobutanoate Degradation I	7.52E-01	2E-01	NaN	DLD
Trans, trans-farnesyl Diphosphate Biosynthesis	7.52E-01	2E-01	NaN	IDI1
Inflammasome pathway	7.52E-01	1E-01	NaN	NLRP1,NFKB1
Glioma Invasiveness Signaling	7.47E-01	6.41E-02	-1.342	RAP1B,RAP2B,PIK3R1,PIK3CG,RHOH
Role of MAPK Signaling in the Pathogenesis of Influenza	7.33E-01	6.33E-02	NaN	RAP1B,PAFAH1B2,RAP2B,CASP3,MAP2K1
Gαi Signaling	7.28E-01	5.74E-02	-1.134	RAP2B,RAP1B,SHC1,SOS2,PRKAG2,STAT3,PRKAR1A
Osteoarthritis Pathway	7.28E-01	5.21E-02	-1.508	RELA,CASP3,PRKAG2,SMAD4,NAMPT,LEF1,HIF1A,CEBPB,NFKB1,CTNNB1,IL18RAP
Cdc42 Signaling	7.19E-01	5.39E-02	-1.134	ACTR2,IQGAP2,ACTR3,PPP1CB,LIMK2,IQGAP1,HLA-DQA2,RASA1,ITK
NER Pathway	6.95E-01	5.83E-02	-2.236	POLR2J2/POLR2J3,TOP2B,CCNH,POLR2D,RAD23B,EP300
Induction of Apoptosis by HIV1	6.88E-01	6.56E-02	-2.000	RELA,CASP3,NFKB1,TRAF1
Methionine Degradation I (to Homocysteine)	6.88E-01	9.09E-02	NaN	MAT2A,MAT2B
Glycerol Degradation I	6.8E-01	1.67E-01	NaN	GK
Glycine Cleavage Complex	6.8E-01	1.67E-01	NaN	DLD
UDP-N-acetyl-D-glucosamine Biosynthesis II	6.8E-01	1.67E-01	NaN	GFPT1
Zymosterol Biosynthesis	6.8E-01	1.67E-01	NaN	LBR
Glycogen Biosynthesis II (from UDP-D-Glucose)	6.8E-01	1.67E-01	NaN	UGP2
NAD Biosynthesis III	6.8E-01	1.67E-01	NaN	NAMPT
Lactose Degradation III	6.8E-01	1.67E-01	NaN	PSAP
Ephrin A Signaling	6.72E-01	6.45E-02	NaN	FYN,PIK3CG,PIK3R1,VAV3
TCA Cycle II (Eukaryotic)	6.31E-01	8.33E-02	NaN	SDHA,DLD
Cysteine Biosynthesis III (mammalia)	6.31E-01	8.33E-02	NaN	MAT2A,MAT2B
PXR/RXR Activation	6.25E-01	6.15E-02	NaN	RELA,FOXO1,PRKAG2,PRKAR1A
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	6.22E-01	1.43E-01	NaN	ABL1
Phosphatidylcholine Biosynthesis I	6.22E-01	1.43E-01	NaN	CEPT1
Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	6.22E-01	1.43E-01	NaN	DLD
FcγRIIB Signaling in B Lymphocytes	6.2E-01	5.75E-02	-1.342	RAP1B,RAP2B,SHC1,PIK3R1,PIK3CG
Phagosome Formation	6.16E-01	5.3E-02	NaN	ITGB2,PRKCQ,PIK3R1,PIK3CG,PRKCH,RHOH,PRKCB
Role of p14/p19ARF in Tumor Suppression	6.07E-01	6.67E-02	NaN	PIK3R1,PIK3CG,MDM2
IL-17A Signaling in Gastric Cells	6.06E-01	8E-02	NaN	RELA,NFKB1
Regulation of Actin-based Motility by Rho	5.95E-01	5.62E-02	-1.342	ACTR2,ACTR3,PPP1CB,RHOH,PIP4K2C
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	5.88E-01	5.36E-02	-2.449	PRKCQ,PRKAG2,PRKCH,ITPR1,PRKCB,PRKAR1A
Lipid Antigen Presentation by CD1	5.82E-01	7.69E-02	NaN	ARF6,PSAP
NAD Salvage Pathway II	5.82E-01	7.69E-02	NaN	NT5C3A,ACP5
Inositol Pyrophosphates Biosynthesis	5.72E-01	1.25E-01	NaN	IP6K1
Hepatic Fibrosis / Hepatic Stellate Cell Activation	5.47E-01	4.84E-02	NaN	RELA,KLF6,IL6R,IL10RA,SMAD4,NFKB1,CCR7,IFNAR1,IL18RAP
Prostanoid Biosynthesis	5.29E-01	1.11E-01	NaN	PTGES3
Leucine Degradation I	5.29E-01	1.11E-01	NaN	IVD
Primary Immunodeficiency Signaling	5.24E-01	6E-02	NaN	LCK,ICOS,TAP1
Assembly of RNA Polymerase II Complex	5.24E-01	6E-02	NaN	POLR2J2/POLR2J3,CCNH,POLR2D
Agranulocyte Adhesion and Diapedesis	5.02E-01	4.69E-02	NaN	CXCL16,ITGB2,SELL,CXCL13,EZR,XCL2,PECAM1,XCL1,CCL4L1/CCL4L2
Ketogenesis	4.91E-01	1E-01	NaN	HADHA
Ketolysis	4.91E-01	1E-01	NaN	HADHA
G Protein Signaling Mediated by Tubby	4.76E-01	6.45E-02	NaN	LCK,ABL1
Wnt/β-catenin Signaling	4.71E-01	4.65E-02	0.378	PPP2R2A,PPP2CA,MAP3K7,MDM2,LEF1,CTNNB1,PPP2R5A,EP300
Transcriptional Regulatory Network in Embryonic Stem Cells	4.66E-01	5.56E-02	NaN	RIF1,STAT3,SKIL
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	4.58E-01	6.25E-02	NaN	PRF1,CASP3
Role of CHK Proteins in Cell Cycle Checkpoint Control	4.28E-01	5.26E-02	NaN	PPP2R2A,PPP2CA,PPP2R5A
Guanosine Nucleotides Degradation III	4.27E-01	8.33E-02	NaN	NT5C3A
MIF-mediated Glucocorticoid Regulation	4.25E-01	5.88E-02	NaN	RELA,NFKB1
Assembly of RNA Polymerase III Complex	4E-01	7.69E-02	NaN	GTF3C2
Choline Biosynthesis III	4E-01	7.69E-02	NaN	CEPT1
Urate Biosynthesis/Inosine 5'-phosphate Degradation	4E-01	7.69E-02	NaN	NT5C3A
NAD Phosphorylation and Dephosphorylation	4E-01	7.69E-02	NaN	ACP5
Systemic Lupus Erythematosus Signaling	3.8E-01	4.24E-02	NaN	RAP1B,RAP2B,LCK,CAMK4,NFATC3,EFTUD2,PIK3R1,PIK3CG,SOS2,IL6R
Complement System	3.8E-01	5.41E-02	NaN	ITGB2,CD55
DNA Double-Strand Break Repair by Homologous Recombination	3.76E-01	7.14E-02	NaN	ABL1
Colanic Acid Building Blocks Biosynthesis	3.76E-01	7.14E-02	NaN	UGP2
Neuroinflammation Signaling Pathway	3.76E-01	4.15E-02	-1.732	TRAF6,RELA,CASP3,NFATC3,PIK3R1,PIK3CG,PPP3R1,IL6R,GLUL,CFLAR,NFKB1,CTNNB1,NFE2L2
Wnt/Ca+ pathway	3.72E-01	4.84E-02	NaN	RELA,NFATC3,NFKB1
Antigen Presentation Pathway	3.67E-01	5.26E-02	NaN	HLA-DQA2,TAP1
NAD biosynthesis II (from tryptophan)	3.54E-01	6.67E-02	NaN	ABL1
tRNA Charging	3.54E-01	5.13E-02	NaN	GARS,TARS
Glutaryl-CoA Degradation	3.33E-01	6.25E-02	NaN	HADHA
Adenosine Nucleotides Degradation II	3.33E-01	6.25E-02	NaN	NT5C3A
Vitamin-C Transport	3.33E-01	6.25E-02	NaN	SLC23A1
Parkinson's Signaling	3.33E-01	6.25E-02	NaN	CASP3
Mitotic Roles of Polo-Like Kinase	3.32E-01	4.55E-02	NaN	PPP2R2A,PPP2CA,PPP2R5A
nNOS Signaling in Skeletal Muscle Cells	3.29E-01	4.88E-02	NaN	SNTB2,CAMK4
Dendritic Cell Maturation	3.21E-01	4.08E-02	-2.121	STAT4,TRAF6,RELA,PIK3CG,PIK3R1,NFKB1,IFNAR1,CCR7
MIF Regulation of Innate Immunity	3.18E-01	4.76E-02	NaN	RELA,NFKB1
Human Embryonic Stem Cell Pluripotency	3.17E-01	4.14E-02	NaN	FOXO1,PIK3R1,PIK3CG,SMAD4,LEF1,CTNNB1
CCR5 Signaling in Macrophages	3.12E-01	4.26E-02	-2.000	CAMK4,PRKCQ,PRKCH,PRKCB
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	2.97E-01	5.56E-02	NaN	PTEN
Pyrimidine Ribonucleotides Interconversion	2.96E-01	4.55E-02	NaN	ENTPD1,CMPK1
Stearate Biosynthesis I (Animals)	2.96E-01	4.55E-02	NaN	ACSL4,ACSL1
GADD45 Signaling	2.81E-01	5.26E-02	NaN	GADD45A
Purine Nucleotides Degradation II (Aerobic)	2.81E-01	5.26E-02	NaN	NT5C3A
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	2.76E-01	4.35E-02	NaN	PHC3,JARID2
Pyrimidine Ribonucleotides De Novo Biosynthesis	2.76E-01	4.35E-02	NaN	ENTPD1,CMPK1
Dermatan Sulfate Biosynthesis (Late Stages)	2.76E-01	4.35E-02	NaN	HS3ST3B1,CHST12
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.73E-01	4.11E-02	NaN	PRKAG2,ITPR1,PRKAR1A
MSP-RON Signaling Pathway	2.66E-01	4.05E-02	NaN	ITGB2,PIK3R1,PIK3CG
Triacylglycerol Biosynthesis	2.66E-01	4.26E-02	NaN	LCLAT1,PLPP1
Atherosclerosis Signaling	2.64E-01	3.91E-02	NaN	PAFAH1B2,ITGB2,RELA,NFKB1,TNFSF14
TREM1 Signaling	2.59E-01	4E-02	NaN	RELA,STAT3,NFKB1
Agrin Interactions at Neuromuscular Junction	2.59E-01	4E-02	NaN	RAP1B,RAP2B,ITGB2
Oxidative Ethanol Degradation III	2.53E-01	4.76E-02	NaN	ACSL1
Chondroitin Sulfate Biosynthesis (Late Stages)	2.49E-01	4.08E-02	NaN	HS3ST3B1,CHST12
Apelin Cardiac Fibroblast Signaling Pathway	2.4E-01	4.55E-02	NaN	PRKAG2
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	2.27E-01	4.35E-02	NaN	IFNAR1
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	2.27E-01	4.35E-02	NaN	CMPK1
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	2.27E-01	4.35E-02	NaN	PTEN
Putrescine Degradation III	2.27E-01	4.35E-02	NaN	SAT1
CDP-diacylglycerol Biosynthesis I	2.06E-01	4E-02	NaN	LCLAT1
Tryptophan Degradation III (Eukaryotic)	2.06E-01	4E-02	NaN	HADHA
Ethanol Degradation IV	2.06E-01	4E-02	NaN	ACSL1
Circadian Rhythm Signaling	-0E00	3.03E-02	NaN	BHLHE40
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	3.14E-02	NaN	TRAF6,HS3ST3B1,MAP3K7,ACSL4,CHST12,ACSL1,IL18RAP
LXR/RXR Activation	-0E00	3.31E-02	NaN	FDFT1,RELA,NFKB1,IL18RAP
Mitochondrial Dysfunction	-0E00	1.17E-02	NaN	SDHA,CASP3
FXR/RXR Activation	-0E00	7.94E-03	NaN	FOXO1
Role of BRCA1 in DNA Damage Response	-0E00	3.75E-02	NaN	RBL2,GADD45A,ARID2
Basal Cell Carcinoma Signaling	-0E00	2.78E-02	NaN	LEF1,CTNNB1
Allograft Rejection Signaling	-0E00	2.33E-02	NaN	PRF1,HLA-DQA2
Autoimmune Thyroid Disease Signaling	-0E00	2.04E-02	NaN	PRF1
Graft-versus-Host Disease Signaling	-0E00	2.08E-02	NaN	PRF1
Communication between Innate and Adaptive Immune Cells	-0E00	1.04E-02	NaN	CCR7
Sphingosine-1-phosphate Signaling	-0E00	3.17E-02	0.000	CASP3,PIK3R1,PIK3CG,RHOH
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	3.33E-02	NaN	RELA,CXCL13,NFKB1
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	3.33E-02	0.000	PREP,PRKAG2,TPP1,PRKAR1A
OX40 Signaling Pathway	-0E00	3.33E-02	NaN	RELA,NFKB1,HLA-DQA2
Cell Cycle Control of Chromosomal Replication	-0E00	3.57E-02	NaN	TOP2B,CDK16
Heparan Sulfate Biosynthesis	-0E00	2.41E-02	NaN	HS3ST3B1,CHST12
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	2.63E-02	NaN	HS3ST3B1,CHST12
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	-0E00	3.7E-02	NaN	PIP4K2C
Phospholipases	-0E00	1.59E-02	NaN	PAFAH1B2
Estrogen Biosynthesis	-0E00	2.44E-02	NaN	HSD17B11
Chondroitin Sulfate Biosynthesis	-0E00	3.51E-02	NaN	HS3ST3B1,CHST12
Dermatan Sulfate Biosynthesis	-0E00	3.39E-02	NaN	HS3ST3B1,CHST12
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	-0E00	3.7E-02	NaN	LCLAT1
Ethanol Degradation II	-0E00	2.94E-02	NaN	ACSL1
Antioxidant Action of Vitamin C	-0E00	3.67E-02	NaN	PAFAH1B2,RELA,SLC23A1,NFKB1
Oxidative Phosphorylation	-0E00	9.17E-03	NaN	SDHA
PCP pathway	-0E00	1.64E-02	NaN	JUND
GABA Receptor Signaling	-0E00	1.05E-02	NaN	UBQLN1
Serotonin Receptor Signaling	-0E00	2.33E-02	NaN	PTS
Phototransduction Pathway	-0E00	3.77E-02	NaN	PRKAG2,PRKAR1A
Glutamate Receptor Signaling	-0E00	3.51E-02	NaN	CAMK4,GLUL
Notch Signaling	-0E00	2.63E-02	NaN	NUMB
Apelin Adipocyte Signaling Pathway	-0E00	3.75E-02	NaN	PRKAG2,HIF1A,PRKAR1A
Eicosanoid Signaling	-0E00	2.94E-02	NaN	PAFAH1B2,PTGER4
