© 2000-2018 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules
JAK/Stat Signaling	-0E00	1.12E-02	NaN	STAT1
GABA Receptor Signaling	-0E00	3.16E-02	NaN	UBD,UBB,GABARAP
B Cell Receptor Signaling	-0E00	2.58E-02	-2.236	BLNK,CALM1 (includes others),APBB1IP,MAP3K13,RAC1
Wnt/β-catenin Signaling	-0E00	2.33E-02	NaN	UBD,APPL1,UBB,CCND1
Insulin Receptor Signaling	-0E00	1.37E-02	NaN	PPP1R7,EIF4EBP1
PPAR Signaling	-0E00	3.96E-02	1.000	IL18,NR1H3,PDGFC,SCAND1
IGF-1 Signaling	-0E00	1.8E-02	NaN	YWHAH,YWHAB
cAMP-mediated signaling	-0E00	3.51E-02	-1.414	CALM1 (includes others),GDE1,PKIB,RGS10,ADORA3,APEX1,PDE6B,PDE6D
p38 MAPK Signaling	-0E00	2.52E-02	NaN	IL18,STAT1,HSPB1
Glutamate Receptor Signaling	-0E00	5.26E-02	NaN	CALM1 (includes others),SLC1A3,GNG5
TGF-β Signaling	-0E00	1.08E-02	NaN	SMAD5
Apoptosis Signaling	-0E00	2.08E-02	NaN	BAX,CASP7
Notch Signaling	-0E00	5.26E-02	NaN	PSENEN,HES1
NF-κB Signaling	-0E00	2.67E-02	-2.236	IL18,CD40,FCER1G,EIF2AK2,TNFSF13B
VEGF Signaling	-0E00	2.75E-02	NaN	VEGFB,PDGFC,EIF2S2
Hypoxia Signaling in the Cardiovascular System	-0E00	2.67E-02	NaN	UBE2L3,UBE2L6
T Cell Receptor Signaling	-0E00	1.74E-02	NaN	CALM1 (includes others),RAC1
G-Protein Coupled Receptor Signaling	-0E00	2.13E-02	NaN	GDE1,RGS10,ADORA3,APEX1,PDE6B,PDE6D
IL-6 Signaling	-0E00	2.99E-02	NaN	IL18,CYP19A1,CD14,HSPB1
PDGF Signaling	-0E00	3.12E-02	NaN	EIF2AK2,STAT1,PDGFC
BMP signaling pathway	-0E00	1.22E-02	NaN	SMAD5
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	2.68E-02	NaN	FFAR4,GNG5,GNG12
Gustation Pathway	-0E00	3.9E-02	NaN	GDE1,P2RY6,GNG5,APEX1,PDE6B,PDE6D
Osteoarthritis Pathway	-0E00	5.19E-02	-1.667	HMGB1,FN1,CTNNA1,RAC1,VEGFB,SMAD5,SDC4,HES1,PDGFC,CASP7,RBP4
GP6 Signaling Pathway	-0E00	3.73E-02	-2.236	COL8A2,CALM1 (includes others),APBB1IP,FCER1G,RAC1
IL-7 Signaling Pathway	-0E00	3.3E-02	NaN	BAX,STAT1,CCND1
Opioid Signaling Pathway	-0E00	2.44E-02	-1.342	CALM1 (includes others),RGS10,RAC1,POMC,GNG5,SLC12A5
Adrenomedullin signaling pathway	-0E00	2E-02	-2.000	CALM1 (includes others),IL18,BAX,CFH
Th17 Activation Pathway	-0E00	2.2E-02	NaN	FCER1G,CCL20
SPINK1 Pancreatic Cancer Pathway	-0E00	1.67E-02	NaN	CPM
SPINK1 General Cancer Pathway	-0E00	5.06E-02	2.000	MT2A,MT1X,MT1F,MT1E
Endocannabinoid Developing Neuron Pathway	-0E00	2.36E-02	NaN	RAC1,GNG5,CCND1
Endocannabinoid Cancer Inhibition Pathway	-0E00	3.18E-02	0.447	NUPR1,VEGFB,CCND1,PDGFC,CASP7
Apelin Cardiomyocyte Signaling Pathway	-0E00	2.65E-02	NaN	MYL6,MYL12B,MYL12A
Apelin Endothelial Signaling Pathway	-0E00	1.6E-02	NaN	CALM1 (includes others),CCL2
Calcium Signaling	-0E00	9.71E-03	NaN	CALM1 (includes others),MYL6
GM-CSF Signaling	-0E00	2.53E-02	NaN	STAT1,CCND1
Ephrin Receptor Signaling	-0E00	3.91E-02	-2.236	ARPC5L,RAC1,VEGFB,ARPC3,GNG5,PDGFC,GNG12
