© 2000-2018 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules
HER-2 Signaling in Breast Cancer	5.8E-01	5.32E-02	NaN	RAP1B,CDC42,CDKN1A,AREG,PRKCB
UVC-Induced MAPK Signaling	5.72E-01	6.12E-02	NaN	RAP1B,SRC,PRKCB
Human Embryonic Stem Cell Pluripotency	5.65E-01	4.9E-02	NaN	S1PR4,S1PR2,TGFBR1,SMAD3,SPHK1,SMAD5,INHBA
Citrulline Biosynthesis	5.44E-01	1.11E-01	NaN	GLS
Leucine Degradation I	5.44E-01	1.11E-01	NaN	ACADM
Insulin Receptor Signaling	5.39E-01	4.79E-02	0.378	RAP1B,RAPGEF1,SOCS3,RHOQ,SH2B2,PTPN1,JAK2
ATM Signaling	5.36E-01	5.1E-02	0.000	CDKN1A,CREBBP,ATF4,CBX3,ATF2
Mitochondrial Dysfunction	5.35E-01	4.68E-02	NaN	VPS9D1,NDUFA5,SOD2,TRAK1,LRRK2,NDUFS2,SDHC,OGDH
Xenobiotic Metabolism Signaling	5.27E-01	4.38E-02	NaN	CHST2,RAP1B,HS3ST3B1,RELA,MAP2K7,CAMK2D,CREBBP,IL1B,MAP2K3,NFKB2,NFKB1,ALDH16A1,PRKCB
Fc Epsilon RI Signaling	5.09E-01	4.8E-02	-1.633	RAP1B,MAP2K7,LYN,MAP2K3,LCP2,PRKCB
Calcium Transport I	5.06E-01	1E-01	NaN	ATP2B1
FXR/RXR Activation	5E-01	4.76E-02	NaN	SLC10A1,IL1RN,RARA,CREBBP,IL1B,SERPINA1
Role of Cytokines in Mediating Communication between Immune Cells	4.98E-01	5.56E-02	NaN	IL1RN,IL1B,IL27
Role of BRCA1 in DNA Damage Response	4.71E-01	5E-02	NaN	ACTB,CDKN1A,STAT1,SMARCD3
Apelin Adipocyte Signaling Pathway	4.71E-01	5E-02	0.000	GNAI2,NCF2,CYBB,MAPK6
Synaptic Long Term Depression	4.67E-01	4.44E-02	-1.414	RAP1B,GNAI2,GNA15,PDIA3,LYN,RARRES3,GNA13,PRKCB
Glutamate Receptor Signaling	4.58E-01	5.26E-02	NaN	GNB1,GLS,GRINA
Apelin Pancreas Signaling Pathway	4.58E-01	5.26E-02	NaN	RELA,NFKB2,NFKB1
Cellular Effects of Sildenafil (Viagra)	4.57E-01	4.58E-02	NaN	KCNN4,MYH9,PDIA3,ACTB,PDE4B,ACTG1
Inhibition of Angiogenesis by TSP1	4.49E-01	5.88E-02	NaN	TGFBR1,CD36
Phagosome Formation	4.49E-01	4.55E-02	NaN	CR1,CLEC7A,RHOQ,PDIA3,RHOA,PRKCB
Dermatan Sulfate Biosynthesis	4.34E-01	5.08E-02	NaN	CHST2,HS3ST3B1,DSE
GP6 Signaling Pathway	4.33E-01	4.48E-02	-1.633	RAP1B,LYN,TLN1,LCP2,PRKCB,RASGRP2
Ephrin A Signaling	4.21E-01	5E-02	NaN	CFL1,CDC42,RHOA
Small Cell Lung Cancer Signaling	4.2E-01	4.71E-02	NaN	RELA,NFKB2,NFKB1,NFKBIB
Oleate Biosynthesis II (Animals)	4.15E-01	7.69E-02	NaN	FADS1
Leukotriene Biosynthesis	4.15E-01	7.69E-02	NaN	LTA4H
Cholesterol Biosynthesis I	4.15E-01	7.69E-02	NaN	CYP51A1
Glycogen Degradation II	4.15E-01	7.69E-02	NaN	TYMP
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	4.15E-01	7.69E-02	NaN	CYP51A1
Cholesterol Biosynthesis III (via Desmosterol)	4.15E-01	7.69E-02	NaN	CYP51A1
Leptin Signaling in Obesity	4.11E-01	4.65E-02	NaN	SOCS3,PDIA3,JAK2,STAT3
Complement System	4.02E-01	5.41E-02	NaN	CD55,CR1
Apelin Cardiomyocyte Signaling Pathway	3.98E-01	4.42E-02	-1.000	GNAI2,PDIA3,MAPK6,SLC8A1,PRKCB
Renal Cell Carcinoma Signaling	3.93E-01	4.55E-02	NaN	RAP1B,RAPGEF1,CDC42,CREBBP
Regulation of Cellular Mechanics by Calpain Protease	3.89E-01	4.76E-02	NaN	RAP1B,SRC,TLN1
Superpathway of Methionine Degradation	3.88E-01	5.26E-02	NaN	MTR,GOT2
Notch Signaling	3.88E-01	5.26E-02	NaN	NOTCH2,NOTCH1
Cardiac β-adrenergic Signaling	3.82E-01	4.26E-02	NaN	GNB1,AKAP13,GRK2,GNB2,PDE4B,SLC8A1
Glioblastoma Multiforme Signaling	3.77E-01	4.17E-02	-1.134	RAP1B,SRC,RHOQ,CDC42,PDIA3,RHOA,CDKN1A
Inhibition of Matrix Metalloproteases	3.75E-01	5.13E-02	NaN	TIMP1,LRP1
Superpathway of Citrulline Metabolism	3.68E-01	6.67E-02	NaN	GLS
Glycogen Degradation III	3.68E-01	6.67E-02	NaN	TYMP
Wnt/β-catenin Signaling	3.53E-01	4.07E-02	-1.134	SRC,TGFBR1,FRAT1,RARA,CREBBP,CD44,LRP1
Eicosanoid Signaling	3.49E-01	4.48E-02	NaN	LTA4H,FPR2,RARRES3
Chondroitin Sulfate Degradation (Metazoa)	3.47E-01	6.25E-02	NaN	CEMIP2
Adenosine Nucleotides Degradation II	3.47E-01	6.25E-02	NaN	ADA2
Vitamin-C Transport	3.47E-01	6.25E-02	NaN	SLC2A3
CCR5 Signaling in Macrophages	3.35E-01	4.21E-02	NaN	GNB1,GNAI2,GNB2,PRKCB
Dermatan Sulfate Degradation (Metazoa)	3.28E-01	5.88E-02	NaN	CEMIP2
IL-2 Signaling	3.22E-01	4.29E-02	NaN	RAP1B,IL2RG,JAK3
HIF1α Signaling	3.2E-01	4.03E-02	NaN	RAP1B,CREBBP,MAPK6,LDHA,SLC2A3
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	3.1E-01	5.56E-02	NaN	IL1B
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.98E-01	4.11E-02	NaN	GNAI2,GNA15,PDIA3
Natural Killer Cell Signaling	2.95E-01	3.91E-02	NaN	RAP1B,CD244,LILRB1,LCP2,PRKCB
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	2.95E-01	4.35E-02	NaN	RARA,MEF2A
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	2.95E-01	3.91E-02	0.000	RAP1B,STAT3,JAK2,SMAD5,JAK3
Triacylglycerol Biosynthesis	2.95E-01	4.35E-02	NaN	AGPAT2,MBOAT7
GADD45 Signaling	2.93E-01	5.26E-02	NaN	CDKN1A
Purine Nucleotides Degradation II (Aerobic)	2.93E-01	5.26E-02	NaN	ADA2
nNOS Signaling in Neurons	2.85E-01	4.26E-02	NaN	GRINA,PRKCB
ErbB2-ErbB3 Signaling	2.82E-01	4E-02	NaN	RAP1B,STAT3,JAK3
Cardiomyocyte Differentiation via BMP Receptors	2.78E-01	5E-02	NaN	ATF2
Granzyme A Signaling	2.78E-01	5E-02	NaN	CREBBP
Myc Mediated Apoptosis Signaling	2.75E-01	3.95E-02	NaN	RAP1B,YWHAE,YWHAZ
Chondroitin Sulfate Biosynthesis (Late Stages)	2.67E-01	4.08E-02	NaN	CHST2,HS3ST3B1
Oxidative Ethanol Degradation III	2.64E-01	4.76E-02	NaN	ACSL1
Estrogen Receptor Signaling	2.61E-01	3.73E-02	NaN	RAP1B,SRC,CREBBP,GTF2F1,TAF10
Assembly of RNA Polymerase II Complex	2.58E-01	4E-02	NaN	GTF2F1,TAF10
PAK Signaling	2.55E-01	3.74E-02	NaN	RAP1B,CFL1,CDC42,LIMK2
Apelin Cardiac Fibroblast Signaling Pathway	2.51E-01	4.55E-02	NaN	SPHK1
Oxidative Phosphorylation	2.44E-01	3.67E-02	-1.000	VPS9D1,NDUFA5,NDUFS2,SDHC
Cyclins and Cell Cycle Regulation	2.4E-01	3.7E-02	NaN	CDKN1A,CUL1,FBXL5
Transcriptional Regulatory Network in Embryonic Stem Cells	2.26E-01	3.7E-02	NaN	STAT3,SKIL
Bupropion Degradation	2.17E-01	4E-02	NaN	CYP51A1
Ethanol Degradation IV	2.17E-01	4E-02	NaN	ACSL1
Estrogen-mediated S-phase Entry	2.06E-01	3.85E-02	NaN	CDKN1A
Glycolysis I	2.06E-01	3.85E-02	NaN	PGK1
Gluconeogenesis I	2.06E-01	3.85E-02	NaN	PGK1
Amyotrophic Lateral Sclerosis Signaling	-0E00	3.6E-02	-1.000	RAB5C,CASP1,BIRC3,GRINA
p53 Signaling	-0E00	2.7E-02	NaN	SCO2,CDKN1A,PML
Coagulation System	-0E00	2.86E-02	NaN	SERPINA1
PXR/RXR Activation	-0E00	1.54E-02	NaN	RELA
TR/RXR Activation	-0E00	2.04E-02	NaN	LDLR,BCL3
FcγRIIB Signaling in B Lymphocytes	-0E00	2.35E-02	NaN	RAP1B,LYN
Docosahexaenoic Acid (DHA) Signaling	-0E00	1.92E-02	NaN	IL1B
CDK5 Signaling	-0E00	2.86E-02	NaN	RAP1B,FOSB,MAPK6
Cell Cycle Regulation by BTG Family Proteins	-0E00	2.7E-02	NaN	NOCT
Role of CHK Proteins in Cell Cycle Checkpoint Control	-0E00	1.75E-02	NaN	CDKN1A
Aldosterone Signaling in Epithelial Cells	-0E00	2.98E-02	NaN	PDIA3,HSPA1A/HSPA1B,DNAJA1,DNAJC16,PRKCB
Melanoma Signaling	-0E00	3.28E-02	NaN	RAP1B,CDKN1A
Endometrial Cancer Signaling	-0E00	1.43E-02	NaN	RAP1B
Glioma Signaling	-0E00	3.33E-02	NaN	RAP1B,CAMK2D,CDKN1A,PRKCB
Thyroid Cancer Signaling	-0E00	2.17E-02	NaN	RAP1B
Bladder Cancer Signaling	-0E00	3.19E-02	NaN	RAP1B,CDKN1A,RASSF1
Non-Small Cell Lung Cancer Signaling	-0E00	3.61E-02	NaN	RAP1B,RASSF5,RASSF1
Hereditary Breast Cancer Signaling	-0E00	3.33E-02	NaN	RAP1B,ACTB,CDKN1A,CREBBP,SMARCD3
Ovarian Cancer Signaling	-0E00	2.01E-02	NaN	RAP1B,SRC,CD44
Telomerase Signaling	-0E00	2.56E-02	NaN	RAP1B,IL2RG,CDKN1A
eNOS Signaling	-0E00	2.33E-02	NaN	AQP3,AQP9,HSPA1A/HSPA1B,PRKCB
VEGF Family Ligand-Receptor Interactions	-0E00	2.13E-02	NaN	RAP1B,PRKCB
ErbB4 Signaling	-0E00	2.56E-02	NaN	RAP1B,PRKCB
GDNF Family Ligand-Receptor Interactions	-0E00	2.44E-02	NaN	RAP1B,CDC42
Heparan Sulfate Biosynthesis	-0E00	2.41E-02	NaN	CHST2,HS3ST3B1
Nicotine Degradation III	-0E00	1.79E-02	NaN	CYP51A1
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	2.63E-02	NaN	CHST2,HS3ST3B1
Pyrimidine Ribonucleotides De Novo Biosynthesis	-0E00	2.17E-02	NaN	HNRNPA1
tRNA Splicing	-0E00	2.38E-02	NaN	PDE4B
Melatonin Degradation I	-0E00	1.54E-02	NaN	CYP51A1
Phospholipases	-0E00	3.23E-02	NaN	PDIA3,RARRES3
Estrogen Biosynthesis	-0E00	2.44E-02	NaN	CYP51A1
Chondroitin Sulfate Biosynthesis	-0E00	3.51E-02	NaN	CHST2,HS3ST3B1
Nicotine Degradation II	-0E00	1.54E-02	NaN	CYP51A1
Pyrimidine Ribonucleotides Interconversion	-0E00	2.27E-02	NaN	HNRNPA1
Superpathway of Melatonin Degradation	-0E00	1.43E-02	NaN	CYP51A1
Acetone Degradation I (to Methylglyoxal)	-0E00	3.33E-02	NaN	CYP51A1
Ethanol Degradation II	-0E00	2.7E-02	NaN	ACSL1
Superpathway of Cholesterol Biosynthesis	-0E00	3.57E-02	NaN	CYP51A1
Sperm Motility	-0E00	3.15E-02	-1.000	PDIA3,RARRES3,PDE4B,PRKCB
UVB-Induced MAPK Signaling	-0E00	1.52E-02	NaN	PRKCB
Nitric Oxide Signaling in the Cardiovascular System	-0E00	8.85E-03	NaN	PRKCB
GABA Receptor Signaling	-0E00	3.16E-02	NaN	KCNN4,AP1G2,SLC6A12
Serotonin Receptor Signaling	-0E00	2.33E-02	NaN	GCH1
Phototransduction Pathway	-0E00	1.89E-02	NaN	GNB1
Sonic Hedgehog Signaling	-0E00	3.33E-02	NaN	GRK2
Dopamine Receptor Signaling	-0E00	1.3E-02	NaN	GCH1
Gustation Pathway	-0E00	3.25E-02	NaN	GNB1,P2RY13,P2RY14,PDE4B,P2RX7
autophagy	-0E00	3.23E-02	NaN	CTSS,ATG3
Cancer Drug Resistance By Drug Efflux	-0E00	3.64E-02	NaN	RAP1B,NFKB1
SPINK1 Pancreatic Cancer Pathway	-0E00	3.33E-02	NaN	TGFBR1,SMAD3
NER Pathway	-0E00	1.94E-02	NaN	DDB1,POLE3
