lung_t_cell_0	lung_t_cell_1	lung_t_cell_2	lung_t_cell_3	lung_t_cell_4
SDSL	0	0	0.367689729505028	0	0
CAPG	0	0	0.407635262792739	0.269076891364945	0.778854752768073
YWHAH	0	0	0.478804816161781	0	0.349342041743125
BAD	0	0	0.354520393868115	0	0.592146442111473
CHMP3	0	0	0.33862884360382	0	0
KLHL24	0	0	0.694774025947915	0	0
IFITM10	0	0	0.565728473074296	0	0
SLC11A2	0	0	0.421819012630553	0	0
NPM1	0	0	0.390570778933563	0	0.359646421802622
MYO1E	0	0	0.416952252866688	0	0
IGFBP4	0	0	0.774175600570809	1.59001297769059	0
CRYL1	0	0	0.868679731774982	0	0
LMBRD1	0	0	0.596544851994924	0	0
PHACTR4	0	0	0.443295022286507	0	0
PIGP	0	0	0.529501673086535	0	0
ANKRD40	0	0	0.607424303331111	0	0
PRMT9	0	0	0.382672242887485	0	0
TFPT	0	0	0.476575736752527	0	0.263846621172952
WIPI2	0	0	0.491387255512706	0	0
FADS1	0	0	0.574188818896274	0	0
GLA	0	0	0.423131530326965	0	0
PIK3IP1	0	0	0.522349770117825	0	0
JUNB	0	0	0.418784566454724	0	0
SCARB1	0	0	0.427442132622624	0	0.343609327626813
SAP30	0	0	0.627179735328532	0	0
SPDYA	0	0	0.680038416285857	0	0
SLC1A4	0	0	0.351064146754669	0	0
SEC22C	0	0	0.966403634564074	0	0
CH17-340M24.3	0	0	0.296546207643767	0	0
IER2	0	0	0.425436656498098	0.409529455720641	0
CNOT6L	0	0	0.600760388715683	0	0
SNX2	0	0	0.300188950860742	0	0.311433186623503
CCDC138	0	0	0.872715743374898	0	0
LDHB	0	0	0.392558210860743	0	0
TP53I13	0	0	0.549390461144189	0	0
LIPA	0	0	0.435856744095649	0	0.81250912920443
RPL23AP7	0	0	0.715740218080585	0	0
CTSL	0	0	0.347908126254586	0.319283845266332	0.797036483590595
IL10	0	0	0.713870062772147	0	0
PLXND1	0	0	0.305993474622877	0	0.3011792271659
DBNDD2	0	0	0.54135582053838	0	0.543346233072207
TMED4	0	0	0.432604678864783	0	0.259886858651175
PIGT	0	0	0.321632763839088	0	0.893190525809594
TCOF1	0	0	0.748147553917843	0	0
CBLB	0	0	0.443851732163863	0	0
STT3A	0	0	0.82894028521387	0	0.34342279971059
TMEM51	0	0	0.514154611803637	0	0
WDR45B	0	0	0.638506906296943	0	0
ZFP36L2	0	0	0.469828242974367	0	0
DOPEY2	0	0	0.669058028299	0	0
DPYSL2	0	0	0.379690450797318	0	0
PEAK1	0	0	0.513812652414052	0	0
CTNS	0	0	0.665039281572644	0	0.485739767011236
DNPH1	0	0	0.402498038187818	0	0
EPHB2	0	0	0.837938566607273	1.19847560514016	0
UROS	0	0	0.634036726878234	0	0.383102595098848
RGS2	0	0	0.477978234043237	0	0
CIRBP	0	0	0.340500467489804	0	0
RASGRP3	0	0	0.955938971844289	0	0
EPAS1	0	0	0.442489371892774	0	0
TGFBR2	0	0	0.27124078915915	0	0
LAIR1	0	0	0.404345404418939	0	0.313156960249883
SDHD	0	0	0.523712659865396	0	0.27701710928092
GLUL	0	0	0.332592242321875	0	0
ATP8B4	0	0	0.544889374026654	0	0
MAFB	0	0	0.362180568892065	0	0
ASMTL	0	0	0.532456482428476	0	0
ADAP2	0	0	0.34550972466625	0.72433905145809	0
ABI1	0	0	0.402001957722801	0	0
EIF4A2	0	0	0.404333103770217	0	0
RB1	0	0	0.433430076672852	0	0
FAM111A	0	0	0.591626823473143	0	0
PRPF38B	0	0	0.377747628508504	0	0
ZBTB38	0	0	0.552253664270562	0	0
DENND4C	0	0	0.256474113832659	0	0.767388166481908
HIF1A	0	0	0.290975304086851	0	0
CDK4	0	0	0.473478945926511	0	0.895185463378508
SMIM3	0	0	0.319753469570508	0	0
IL16	0	0	0.264503967455419	0	0
PLIN2	0	0	0.309611377444272	0	1.07017378877114
NRIP1	0	0	0.489257372926189	0	0
TBL1XR1	0	0	0.602655536288671	0	0.265714070408502
ADAM9	0	0	0.317859167353603	1.09962488797796	0
CD86	0	0	0.306074975215258	0	0
RBPJ	0	0	0.487608570229435	0	0
NAA20	0	0	0.425939467980148	0	0.32311962447613
IKBIP	0	0	0.726474840658986	0	0
ATF3	0	0	0.551741805428384	0.339534103657004	0
CCL4L2	0	0	1.11663159673688	0.775092606020153	0
SELT	0	0	0.45311529196227	0	0.401195530534348
RHOB	0	0	0.513248477533556	0.633892453023018	0
PLBD2	0	0	0.653240849176011	0	0.661917959413976
C12orf49	0	0	0.365159292113487	0	0.564346409625816
QARS	0	0	0.490991116502768	0	0
HLA-DQB1	0	0	0.494665548308609	0	0
SSR3	0	0	0.295423119635933	0	0.352801547762809
ITGB5	0	0	0.292949321684948	0	0
MAN2A1	0	0	0.4165369287431	0	0
SYNE1	0	0	0.723908005427389	0.759636958722905	0
FAM210A	0	0	0.448644559069723	0	0
PDK4	0	0	0.811554129311963	0	0
RRAGA	0	0	0.581628884029654	0	0.418860985622285
NUBP1	0	0	0.336532415156006	0	0
CD80	0	0	0.922526093753258	0	0
IER5	0	0	0.281407234096172	0	0
SNRPA1	0	0	0.313561974112095	0	0
HOMER1	0	0	0.665208898032298	0	0
HLA-DRB5	0	0	0.561490865871054	0	0
OVCA2	0	0	0.708300265581014	0	0
CHD7	0	0	0.474602695630071	0	0
HES4	0	0	0.315234242676809	0	0
PTGER4	0	0	0.647199011397578	0	0
SGTB	0	0	0.886580351819475	0	0
GIMAP1	0	0	0.644975588817023	0	0
DUSP1	0	0	0.472734534806608	0	0
ASPH	0	0	0.3772401127596	0	0.434604245265232
FOS	0	0	0.574284741628468	0.250745702772889	0
KIAA1551	0	0	0.684293705216819	0.30178595826267	0
TNFRSF21	0	0	1.01796433420771	0	0
MMADHC	0	0	0.362785615291648	0	0
DDX24	0	0	0.376008160476726	0	0
DEGS1	0	0	0.447592403449011	0	0.538719386377996
PPIL4	0	0	0.346844313045743	0	0
ARMCX1	0	0	1.01247574472559	0	0
MAPK13	0	0	0.776594364913226	1.00313746843513	0.537313104619991
ATP2A2	0	0	0.294842064997765	0	0
GADD45G	0	0	0.820491123852494	0.852934428869642	0
BEX4	0	0	0.440790823380434	0	0
B3GNT5	0	0	0.351986366556157	0	0
BCL2L11	0	0	0.431537902277341	0	0
OPN3	0	0	0.504007464460217	0	0.346431243392379
CSNK1A1	0	0	0.268117191424034	0	0
RDH11	0	0	0.607497737677138	0	0.532751307451983
HEXB	0	0	0.313098199793453	0	0.98974372991644
TANC2	0	0	0.471192601891128	0.878992541741883	0.306569699986524
ZNF618	0	0	0.663701117008963	0.956680682284599	0
ARID4A	0	0	0.498365312322544	0	0
CLEC2D	0	0	0.364293582509863	0	0
TMEM123	0	0	0.260849767777632	0	0
LSS	0	0	0.402802342720297	0	0
MMP19	0	0	0.906238349097341	0	0
KIF1B	0	0	0.289706501628817	0	0
ATP6AP1	0	0	0.30132440044499	0	0.467020408583397
CCDC82	0	0	0.632819400385336	0	0
KIAA0195	0	0	0.427309553304729	0	0
CD93	0	0	0.281495324825555	0	0
COLGALT1	0	0	0.255186688888567	0	0.380842422956071
CFAP97	0	0	0.918583112856795	0	0
UBE2W	0	0	0.291167881170873	0	0
COPRS	0	0	0.377428443615691	0	0.364695689768263
TMEM70	0	0	0.504567003402931	0.363351497053499	0.485547794250142
NOP56	0	0	0.5058209446033	0	0
CCDC170	0	0	0.368699406498033	0	0
ALKBH5	0	0	0.326844692363672	0	0
VPS72	0	0	0.263970842752101	0	0
INAFM2	0	0	0.967141736681588	0	0
AHR	0	0	0.398656011574366	0	0
ADPRH	0	0	0.257451412010417	0	0
CDS2	0	0	0.498066896711941	0	0
EGR2	0	0	0.949137241430767	0.969550245780481	0
DHRS7	0	0	0.441486623663842	0.56108595563426	0
TIMMDC1	0	0	0.372250772414836	0	0
GADD45A	0	0	0.361332987233872	0	0
IMMT	0	0	0.396021089338815	0	0
PCM1	0	0	0.272086629142574	0	0.41044006531627
RNASET2	0	0	0.310765571343969	0.390513200244545	0
TAGAP	0	0	0.347372408670261	0	0
JKAMP	0	0	0.712161627853407	0	0.771445438993415
NAV1	0	0	0.740512260622731	0	0
TUFM	0	0	0.308565500235727	0	0.412374011455834
ELMSAN1	0	0	0.354095174032488	0	0
ZNF331	0	0	0.406625234232836	0	0
ARL2BP	0	0	0.65460639282887	0	0.63146786185162
PABPN1	0	0	0.455776633547471	0	0
SIGLEC10	0	0	0.46222727374054	0	0
BCL2L1	0	0	0.435776074530774	0	0
CCL3	0	0	0.379279323849528	0.41545189123192	0
WDR46	0	0	0.445561173510376	0	0
TOB2	0	0	0.368660453292041	0	0
YTHDC2	0	0	0.527284405594269	0	0
THBD	0	0	0.29916506773612	0.794456939996667	0
DNAJB1	0	0	0.374401558110611	0	0
TSC22D2	0	0	0.324524986434105	0	0
PSMD11	0	0	0.342059896884164	0	0.32948702339668
KPNA2	0	0	0.566649630261169	0	0
CBR1	0	0	0.370449144853807	0	0.284919573740662
GTF2A1	0	0	0.845991200033502	0	0
BAG3	0	0	0.675379662078337	0	0
FNTA	0	0	0.409442442798166	0	0.631515115247196
PHACTR2	0	0	0.456998188870584	0	0
TRIP6	0	0	0.468903184966125	0	0.564742025113179
CLIC2	0	0	0.299277812619902	0	0
TGFBR1	0	0	0.390766907906165	0	0.486255803787166
RHOH	0	0	0.39775990577384	0	0
GABPB1-AS1	0	0	0.403299563898769	0	0
ACSL3	0	0	0.468529081721549	0	0
ZNF428	0	0	0.601079723631353	0	0
FUCA1	0	0	0.479646633064577	1.0846153463744	0.501434308231104
DNAJB6	0	0	0.396465182891739	0	0
TSC22D3	0	0	0.495352046948353	0	0
TBXAS1	0	0	0.304984564968136	0	0
CRTAP	0	0	0.323298342899373	0	0
UBE2S	0	0	0.327351113558492	0	0
NXT1	0	0	0.350088474142127	0	0
CYP20A1	0	0	0.287116868607816	0	0
SMIM19	0	0	0.276351121108896	0	0
BRE	0	0	0.323777720409524	0	0
SEPT2	0	0	0.337897053401675	0	0
BCAP31	0	0	0.311019175015853	0	0.686134316507514
EEF2K	0	0	0.395797256525634	0	0
CTSA	0	0	0.304180592702557	0	0.803085882599804
DDX6	0	0	0.305212994435019	0	0.262128528668021
PHLDA1	0	0	0.554818429452863	0	0.628217756424402
SLC39A1	0	0	0.582990893005388	0	0
TOB1	0	0	0.40976805466182	0	0.501629496368216
PTOV1	0	0	0.312076835920202	0	0
BMP8A	0	0	0.649247378551304	0	0
KRR1	0	0	0.347305140065834	0	0
DARS	0	0	0.399052492146754	0	0
ADPGK	0	0	0.373654288298949	0	0.539786978344595
MIR155HG	0	0	0.50422597819725	0	0
MCUR1	0	0	0.381000151491156	0	0
SYNGR2	0	0	0.359261323206978	0.360934271204519	0
RCAN1	0	0	0.562483642935295	1.5597064605404	0
CAMK1	0	0	0.661158125962581	0	0
ADRB2	0	0	1.08396317495546	0	0.603256577826499
THUMPD3	0	0	0.67612129945312	0	0
SNAPIN	0	0	0.360950030753347	0	0
BANP	0	0	0.31767862119831	0	0
NEU1	0	0	0.466756468569939	0	0.415365773274848
NGRN	0	0	0.623821818020809	0	0
FAM20A	0	0	0.439236674708738	0	0
TMEM9B	0	0	0.311804801691885	0	0
MPZL1	0	0	0.68970269110633	0	0
AKIRIN1	0	0	0.291946134099858	0	0
UBLCP1	0	0	0.466893589401692	0	0.47857408801548
TMEM198B	0	0	0.728715810927021	0	0
ALG2	0	0	0.541258851469109	0	0
IDI1	0	0	0.366561178808577	0	0
SLA	0	0	0.329118962032715	0	0.405207414435693
BHLHE41	0	0	0.648997167273011	0	0.389635689523639
GPRIN3	0	0	0.72158484486413	0	0
DESI2	0	0	0.426684486436065	0	0
MB21D2	0	0	0.659417168388529	0	0
CHKA	0	0	0.556861340216411	0	0
WBP1L	0	0	0.322490731633449	0	0
VKORC1	0	0	0.274643205122502	0	0.634674452994582
APPL1	0	0	0.373614405930182	0	0
PPM1K	0	0	0.621464647300123	0	0
MDM2	0	0	0.252213187790572	0	0
OSTF1	0	0	0.341619665079947	0	0
STIM2	0	0	0.499149230848607	0	0
SERPINH1	0	0	0.530887056291617	0	0
WDR33	0	0	0.423686614280774	0	0
KBTBD8	0	0	0.257974432952416	0	0
SLC29A1	0	0	0.574384060017602	0	0.571000559726112
KIAA1033	0	0	0.440036109780408	0	0
PWP1	0	0	0.434160753619902	0	0
PITHD1	0	0	0.353695798395687	0	0
ARRDC3	0	0	0.84533128910541	0	0
ZCCHC17	0	0	0.342502087662066	0	0
G6PC3	0	0	0.465097303602471	0	0
PRDX6	0	0	0.252608736334099	0	0
TGFBI	0	0	0.298437078428385	0.44910543836976	0.401426481260255
LINC01094	0	0	0.681060709511622	1.30858263060713	0
DNASE2	0	0	0.404598037733272	0	0.689062235477699
SLC38A7	0	0	0.682942897656687	0	0.273638431487611
PCNP	0	0	0.280225550337516	0	0
MGAT4A	0	0	0.361793873229436	0	0.30931956754607
NIPSNAP3A	0	0	0.612242669439682	0	0.401416923926537
PSME4	0	0	0.329892760661981	0	0
PRKX	0	0	0.746119996542925	0	0
APEX1	0	0	0.49277504152626	0	0.552674313189542
NPHS1	0	0	0.31316203760538	0.680223486403562	0
POLR2A	0	0	0.371464236750486	0	0
PSMD5	0	0	0.631783939217271	0	0
SNHG7	0	0	0.657545670029197	0	0
IDH2	0	0	0.38533898308421	0	0
TBC1D2B	0	0	0.253836457797017	0	0
PTPN9	0	0	0.432779847789007	0	1.35200462972526
REXO2	0	0	0.361176593557975	0	0
DNAJC3	0	0	0.298048824701278	0	0
ALDH6A1	0	0	0.46107113766659	0	0
ARMCX3	0	0	0.44436266529702	0	0
SLC35B1	0	0	0.287870450296621	0	0.527952832972213
TGFB1	0	0	0.28599658114093	0	0
CD46	0	0	0.258024347116599	0	0
RTN1	0	0	0.477938382104283	0	0
RIC8A	0	0	0.366384272055755	0	0
RTCB	0	0	0.304889704173653	0	0.268286101006121
PAFAH1B2	0	0	0.300490566300536	0	0
POLR3C	0	0	0.772301170774276	0	0
ATN1	0	0	0.734446634786766	0	0
MGAT5	0	0	0.324842858634848	0	0
TCEAL4	0	0	0.343818782579301	1.16059813162807	0
HAGH	0	0	0.348832423937339	0	0
C10orf11	0	0	0.468066552311255	0	0
MAGED2	0	0	0.506798379838405	0	0
UGP2	0	0	0.281842995648397	0	0.36089505155494
NFKBIE	0	0	0.251895022469185	0	0
FCGRT	0	0	0.256605272085483	0.452434859418105	0.353700668851188
SBNO1	0	0	0.476341710055115	0	0
SRP72	0	0	0.300276517617185	0	0.306084326607606
DHRS3	0	0	0.316530091618047	0	1.23770309641175
TRAK1	0	0	0.267638459508815	0	0
PRMT1	0	0	0.437697961360984	0	0.350329539212101
USP37	0	0	0.397019639527223	0	0
HSPA6	0	0	0.31024569073163	0	0
SEPT11	0	0	0.359365902317259	0	1.27556697891006
ANKH	0	0	0.354262754080609	0.81051506343529	0
NAA15	0	0	0.559923152139591	0	0
CSRNP2	0	0	0.69061295302314	0	0
ORAI3	0	0	0.470533225185692	0	0.782696840398062
SLBP	0	0	0.580065831442722	0	0
ETV3	0	0	0.324377363988184	0	0
TBC1D5	0	0	0.269938289908806	0	0
ATF7IP2	0	0	0.528743373683568	0	0
TOR3A	0	0	0.395473912106413	0	0
MATR3	0	0	0.320855645182764	0	0
TUBB	0	0	0.345782233399416	0	0.581112336079086
LONP2	0	0	0.513871878469567	0	0
HNRNPF	0	0	0.408864280100807	0	0
CXorf40B	0	0	0.533786919124859	0	0
RASA1	0	0	0.380328475079479	0	0
PDZD11	0	0	0.679204544614538	0	0
MRPL37	0	0	0.346605055085678	0	0.465920488749311
PDCD10	0	0	0.326723658520292	0	0.487085902953772
REPIN1	0	0	0.385135239742894	0	0
TUBB4B	0	0	0.25099429869042	0	0.362658938545979
MITF	0	0	0.314897713671439	0	1.12018758670369
ACLY	0	0	0.324951921189878	0	0.276616048009644
DHX36	0	0	0.41255327075652	0	0
GIMAP7	0	0	0.38941228136528	0	0
CD14	0	0	0.316587878789771	0.824713488449833	0
RPA1	0	0	0.305874060921704	0	0
ARL5A	0	0	0.357497179178614	0	0.317718432065049
GGCX	0	0	0.512409508711444	0	0
HSPD1	0	0	0.287977172285229	0	0
VPS53	0	0	0.342624788067367	0	0
RAB9A	0	0	0.523247622845647	0	0
PEPD	0	0	0.455152694729111	0	0.560094013971928
HAVCR2	0	0	0.334879838934202	0	0
LOC101927131	0	0	0.727221610174515	0	0
UQCC3	0	0	0.487068516237043	0	0
FUCA2	0	0	0.376556164438494	0	0
C18orf32	0	0	0.272227422936564	0	0
SLC39A10	0	0	0.490762726830237	0	0.284914223432607
SYT11	0	0	0.550748896800043	0	0
CXCL3	0	0	0.441777776354105	0	0
SERINC1	0	0	0.278391271920617	0	0
TSTD1	0	0	0.397704452713126	0	0
RANBP2	0	0	0.333121532973277	0	0
JDP2	0	0	0.362523807438729	0	0
PDE8A	0	0	0.338326587417301	0	0
MRPS26	0	0	0.292408961726702	0	0.433565360293028
ID2	0	0	0.305126635177039	0	0
ELL	0	0	0.683117243721832	0	0
STX17	0	0	0.25502626369886	0	0
DHX30	0	0	0.350108608687048	0	0
PRDX4	0	0	0.295397192765707	0	0.294474223397821
PAK1IP1	0	0	0.399528561434816	0	0.427269246139803
PPP2R3C	0	0	0.504440939300161	0	0
LILRB5	0	0	0.756332976183878	1.8071350579421	0
CTBS	0	0	0.43887161518158	0	0
C10orf128	0	0	0.338457775931732	0	0
NR1D2	0	0	0.558608628512483	0	0
REEP4	0	0	0.289964002002772	0	0.358360452636603
RNF141	0	0	0.326333395088723	0	0
MFSD5	0	0	0.28978154522989	0	0.255664477663021
USP14	0	0	0.42066225843206	0	0
ANKS1A	0	0	0.348458166707875	0	0
PCMTD1	0	0	0.261275892940453	0	0
POGLUT1	0	0	0.472330606331013	0	0
RAB18	0	0	0.293672949618645	0	0
BLNK	0	0	0.589702773615427	0.920211526991475	0
PROCR	0	0	1.09901563324292	0	0.453318480844115
KDSR	0	0	0.3322510776026	0	0
PLA2G7	0	0	0.609753759126176	0	0
RBM6	0	0	0.260069123936845	0	0
NCOR1	0	0	0.422481516496354	0	0
USP36	0	0	0.323867175341015	0	0
FOXO1	0	0	0.47143510997107	0	0
TMX1	0	0	0.309913362237396	0	0
PPT1	0	0	0.292010417764307	0	0.400396451776075
NARF	0	0	0.497743695671192	0	0
CYB5B	0	0	0.285115874310483	0	0
QKI	0	0	0.302628074001769	0	0
CHPT1	0	0	0.291161264601203	0	0
CSRP1	0	0	0.330980385632227	0	0
HBP1	0	0	0.406750754117562	0	0
HDAC3	0	0	0.647000084005347	0	0.403137235471943
POGZ	0	0	0.626877839345751	0	0
STARD8	0	0	0.268408137467332	0	0
RRM2B	0	0	0.802566498149941	0	0
TSPYL1	0	0	0.404249166769953	0	0
CDCP1	0	0	0.616988205901293	0	0.543043381042137
COMMD2	0	0	0.738561924343172	0	0
HMOX1	0	0	0.355495609346606	0	0
CCNH	0	0	0.664241430719066	0	0
FLJ37453	0	0	0.308701016584811	0	0
PDIA4	0	0	0.362621333735804	0	0
EGR3	0	0	0.296492605932269	1.24437272714041	0
GBA	0	0	0.503677398041308	0	0.995184034733504
KMT2A	0	0	0.261042956835475	0	0
MS4A14	0	0	0.418532534366756	0	0
TRAM1	0	0	0.275237807950171	0	0
ZMAT5	0	0	0.330533936696025	0	0
C5orf45	0	0	0.427578955000009	0	0
DERA	0	0	0.715873432156667	0	0
TLK1	0	0	0.628471761194082	0	0.44108884487078
KIF16B	0	0	0.77872691915131	0	0
DPH1	0	0	0.390126595709459	0	0
DERL2	0	0	0.421398654261219	0	0.452887352001291
TMED2	0	0	0.29454323082857	0	0
CCDC97	0	0	0.457344904503269	0	0
ACP5	0	0	0.491458781101714	0	1.44714604803915
DDX42	0	0	0.714822244369969	0	0
RAB35	0	0	0.284656430231136	0	0
TCEB3	0	0	0.482865817137422	0	0.514345425019234
SECISBP2	0	0	0.252968145678259	0	0
BCAT1	0	0	0.392426970380466	0	0.252388486820889
SYS1	0	0	0.26511078634809	0	0.326213216767765
PLA2G15	0	0	0.413602812672635	0.865578765644525	0.879484558261947
HNMT	0	0	0.317585277329503	0.630886549564893	0.265257156663778
GM2A	0	0	0.326826494752398	0	0.359229039966179
APIP	0	0	0.35395934263164	0	0.554332191123978
CXorf40A	0	0	0.822892895054193	0	0
MTIF2	0	0	0.890379766595679	0	0
CLK1	0	0	0.420648942394771	0	0
HSPH1	0	0	0.384367886103504	0	0
NUDCD2	0	0	0.428209012143276	0	0.656460392524211
P4HA1	0	0	0.311836383807192	0	0.323524958029805
CIAO1	0	0	0.378536444577514	0	0.366004972580888
ERRFI1	0	0	0.882122302968003	0.899008967146707	0
CCAR1	0	0	0.287829689748895	0	0
SPECC1	0	0	0.380315892708265	0	0
ENOSF1	0	0	0.325514621738014	0	0
USP11	0	0	0.434408279129751	0	0
EPS15	0	0	0.288177866236487	0	0
ARL1	0	0	0.417822137057846	0	0.77508636561368
NFATC1	0	0	0.409877286297988	0	0
SLC38A6	0	0	0.778406507975322	0	0.479656784716375
SNAPC1	0	0	0.412037170867078	1.1303003773263	0
ORAI1	0	0	0.257058116125989	0	0
WBP5	0	0	0.280891423879745	1.20966499667644	0
ATF7IP	0	0	0.279065429879838	0	0
PRR14L	0	0	0.353149847190439	0	0
ZCCHC2	0	0	0.389192353687604	0	0
DCK	0	0	0.543029785918965	0	0
TMED9	0	0	0.346344649664539	0	0.361230726594012
LINC00963	0	0	0.360256971005518	0	0
YPEL3	0	0	0.318153053332594	0	0
PCNA	0	0	0.770026570455647	0	0
STARD7	0	0	0.297044613159142	0	0
M6PR	0	0	0.322656573450863	0	0.552986986860236
FEZ2	0	0	0.3931910408091	0	0
PI4KB	0	0	0.64865812790194	0	0
BAG4	0	0	0.274370121333028	0	0.743281481995053
TIGAR	0	0	0.57229572327859	0	0.300763761990242
ZMAT3	0	0	0.487941654660077	0	0
PPID	0	0	0.349328077331673	0	0
TMEM19	0	0	0.659298158169089	0	0.382794246136668
GALNT1	0	0	0.278846507330703	0	0
MAT2B	0	0	0.497921275043268	0	0
ARID5B	0	0	0.303695520254323	0.558162462932607	0
RFTN1	0	0	0.362488526210066	0	0
FOXO3B	0	0	0.467009600560105	0	0
CDC42SE2	0	0	0.32670947585698	0	0
BIN1	0	0	0.521285297099535	0	0
DCTD	0	0	0.774900033521965	0	0
SNCA	0	0	0.267358139373268	0	0
YIPF4	0	0	0.615099888994753	0	0
CBX5	0	0	0.591399680394743	0	0
DUSP4	0	0	0.739580980829447	0	0
MRAS	0	0	0.296466927486483	0	0.603353353619181
OSGEP	0	0	0.288153639452841	0	0.784269548413067
SIAH1	0	0	0.364567000864803	0	0
ATM	0	0	0.509482983519886	0	0
UTP18	0	0	0.418184198466164	0	0
FEM1B	0	0	0.329893789616584	0	0.82893032136139
PRDX3	0	0	0.261091948490987	0	0.38482282525287
TERF1	0	0	0.428292543870378	0	0
CPNE8	0	0	0.334501260401701	0	0
H2AFZ	0	0	0.261722037169563	0	0.47663321791645
CCT7	0	0	0.35395475145105	0	0.319320743955974
MRPL39	0	0	1.06334421254122	0	0
RRAGD	0	0	0.836474290341211	0	0.699782371309129
EIF2AK2	0	0	0.425938053124526	0	0
TM7SF3	0	0	0.741362190110939	0	0.567487056971117
LOC727896	0	0	0.554123084414672	0	0
PHC3	0	0	0.487629325269536	0	0
MESDC2	0	0	0.373340862509123	0	0
RDX	0	0	0.304398367291954	0	0
ASAH1	0	0	0.282523726358228	0	0.598749005136976
MIR6723	0	0	0.300306308784814	0	0
FAM20C	0	0	0.336994741842299	0	0.798293481089559
ANKRD37	0	0	0.251466980225599	0	0
MAN1A1	0	0	0.265814083138737	0	0.484978558664137
CISD2	0	0	0.386274390164635	0	0.338887258979665
ITPA	0	0	0.323936226387066	0	0.345285212483939
ABI3	0	0	0.365014116354653	0	0
CHCHD3	0	0	0.278846895235659	0	0
MAP1S	0	0	0.282714661538398	0	0.66264398002385
TIMM50	0	0	0.303196835466393	0	0.376153502130787
CPEB4	0	0	0.297649796447002	0	0
CREBRF	0	0	0.324130425502067	0	0
LMBR1L	0	0	0.325046591908144	0	0
LCMT1	0	0	0.333602452061841	0	0
CHML	0	0	0.880325802749443	0	0
ZBED1	0	0	0.267077780654328	0	0
MOB3B	0	0	0.342733887776034	0	0.429436969786592
PPP6R3	0	0	0.346923554899639	0	0
KIAA0100	0	0	0.645174319923927	0	0
DLD	0	0	0.581898518404993	0	0.462382658201958
MCOLN1	0	0	0.281819016859655	0	0
MRPS28	0	0	0.4113402937187	0	0.275964900312513
ACADM	0	0	0.416622551581996	0	0
TXNRD1	0	0	0.330754896436443	0	0
DNTTIP1	0	0	0.310160209577659	0	0.523661834197965
SNRNP40	0	0	0.503644441040885	0	0
PIAS1	0	0	0.337286910013715	0	0.594530990985475
MRPS33	0	0	0.271859456160612	0	0
FAM65A	0	0	0.285435578530188	0	0
SAE1	0	0	0.406386516456772	0	0
IFNAR1	0	0	0.274555968450064	0	0
ATXN10	0	0	0.498567240814887	0	0
ZNF33A	0	0	0.449848619218881	0.855626078870522	0
CHORDC1	0	0	0.421763505512679	0	0
ATP6V1H	0	0	0.363603960295048	0	0.445362319006606
FAM46A	0	0	0.568266477374663	0	0
CYB5R1	0	0	0.352864770314396	0	0.680482336915994
NAGLU	0	0	0.390447713366247	0	0.526680508033996
GPATCH8	0	0	0.363991714442371	0	0
RCSD1	0	0	0.352288770356975	0	0
TBC1D15	0	0	0.329736111536897	0	0
ITSN1	0	0	0.508151788551693	0.818848200182666	0
FOXK2	0	0	0.458583477610721	0	0
RSF1	0	0	0.342748415187131	0	0
GGA2	0	0	0.380800812328881	0	0.568353699291245
CLDND1	0	0	0.32922748949525	0	0
HNRNPH3	0	0	0.516413422346138	0	0
LOC101927069	0	0	0.271520446701481	0.846075344366569	0
KATNBL1	0	0	0.291835201106141	0	0
HAT1	0	0	0.49879588357076	0	0
PAIP1	0	0	0.521041161790634	0	0
GTF2I	0	0	0.368221108306092	0	0
DBF4	0	0	0.647199715646177	0	0
KIAA1715	0	0	0.823253679450751	0	0.612599690680446
TMEM134	0	0	0.38888931119451	0	0
LACTB2	0	0	0.463150552980032	0	0
SLC35C2	0	0	0.368491238068906	0	0
TMEM33	0	0	0.282060813442164	0	0.478133531798768
CPSF6	0	0	0.530944720074436	0	0.316325268608719
ZNF451	0	0	0.561752985363483	0	0.45119061130401
TIPRL	0	0	0.26354737182034	0	0.349627756654345
CNOT7	0	0	0.304652509536207	0	0
AFMID	0	0	0.300189392479718	0	0
LACC1	0	0	0.348192612177901	0	0
SLC25A39	0	0	0.251976334498748	0	0.392115218779707
TOR1AIP1	0	0	0.417897245928402	0	0
ANKFY1	0	0	0.40289624731107	0	0
CPEB2	0	0	0.347024502308285	0	0
SPPL3	0	0	0.338138474624201	0	0
SMIM4	0	0	0.377842779104336	0	0
LUZP1	0	0	0.529588331608413	0	0.279130737100204
TNFAIP8L2	0	0	0.337968686195595	0	0
SLC9A7	0	0	0.30562821693019	0	0
SECISBP2L	0	0	0.358254626821061	0	0
MRPL19	0	0	0.447576444755553	0	0.457653463726448
NUDT9	0	0	0.800045375060037	0	0.398947710656028
ASB8	0	0	0.61026471425384	0	0
STX6	0	0	0.554450641123958	0	0.544841339502148
NR3C1	0	0	0.298583040167633	0	0
UBA3	0	0	0.426235573900067	0	0
CDC5L	0	0	0.358104077378483	0	0
SMG1P1	0	0	0.465440411923693	0	0
ABHD3	0	0	0.745187079394769	0	0
DNAJC14	0	0	0.331948772672835	0	0
CA2	0	0	0.401688372119092	0	0
GIMAP8	0	0	0.489576936681599	0	0
ESD	0	0	0.484061643222836	0	0.312474917730243
TSC22D1	0	0	0.717117479151026	0	0
