lung_t_cell_0	lung_t_cell_1	lung_t_cell_2	lung_t_cell_3	lung_t_cell_4	lung_t_cell_5	lung_t_cell_6
SAR1B	0	0	0	0.560957861738288	0	0	0
SAMD9	0	0	0	0.529832715353681	0	0	0
SUCLG1	0	0	0	0.3261052217593	0	0.834409739792323	0
ASH1L	0	0	0	0.507493908986421	0.433239205787039	0	0
MXD4	0	0	0	0.370044531693634	0	0	0
LYRM4	0	0	0	0.617330623886209	0	1.02215865098302	0
ARHGAP30	0	0	0	0.286621645391796	0	0	0
HBP1	0	0	0	0.317485618934922	0.849576204435124	0	0
PGLS	0	0	0	0.473537189031703	0	0	0
CHMP5	0	0	0	0.379861898533482	0	0.354426652088387	0
PRDX1	0	0	0	0.4404374963373	0	0.498488384761973	0
TOM1	0	0	0	0.74600737511623	0	0	0
CBX5	0	0	0	0.645582038319971	0	0.975033762339832	0
ZCCHC2	0	0	0	0.416044109863254	0	0	0.849136666737659
LOC105747689	0	0	0	0.400127906460835	0	0	0
CTSA	0	0	0	0.353583512114825	0	0	0.513892341394977
OPTN	0	0	0	0.268601561814723	0	0	0
CSNK1G3	0	0	0	0.635384395617392	0	0	0
DDB2	0	0	0	0.54697874095313	0	0.863074838642143	0
RBBP8	0	0	0	0.751795428661753	0	1.10506803214167	0
NFKB2	0	0	0	0.838342635748343	0.267053341198432	0	0
RAB11A	0	0	0	0.53960496306359	0	0.566277088244725	0
TAX1BP1	0	0	0	0.279071804558781	0	0	0
RAB21	0	0	0	0.637401993315851	0	0	0
ATG4B	0	0	0	0.493690874022565	0	0.699379036950865	0
ARL6IP5	0	0	0	0.292252299333417	0.265191807613534	0	0
CTSZ	0	0	0	0.544934070244002	0	0	0
PFKL	0	0	0	0.414967578023473	0.662024355636547	0.660629651135625	0
MAT2B	0	0	0	0.374817263381057	0.532993213829315	0	0
ADK	0	0	0	0.734112815786071	0	0.637959827126637	0
OS9	0	0	0	0.649735139217501	0	0	0
CRIPT	0	0	0	0.414674703851403	0	0	0
MIAT	0	0	0	0.299838661850385	0	0	0
SLC44A2	0	0	0	0.337517935127812	0	0	0
PSMA5	0	0	0	0.317431273308602	0	0.787061463820083	0.35082544747563
DYNLRB1	0	0	0	0.270065677137627	0	0.310992889341605	0
PAIP2	0	0	0	0.317844038003616	0	0	0
B4GALT3	0	0	0	0.567026772575127	0	0	0
TRIM14	0	0	0	0.60106841375512	0	0	0
KLHL24	0	0	0	0.377528552390241	0	0	0
STAT5A	0	0	0	0.336696100596415	0.709277556409019	0	0
SCAND1	0	0	0	0.335203348950736	0	0	0
UBXN7	0	0	0	0.309511771388491	0	0	0
CCNDBP1	0	0	0	0.266748659051253	0.28889954573962	0	0
TBC1D10C	0	0	0	0.597499692006092	0	0	0
CSK	0	0	0	0.514147166887896	0	0.547229106869593	0.395788604223728
CRLF3	0	0	0	0.41062187017039	0	0	0
GOLGA8B	0	0	0	0.763345169135112	0	0	0
ISOC1	0	0	0	0.636919189137021	0	0	0
GNA15	0	0	0	0.633743124483117	1.70314331401881	0.378765619063486	0
JMJD1C	0	0	0	0.300962523028205	0	0	0
GRAMD1A	0	0	0	0.630720869440053	0.392495870396261	0	0
NECAP2	0	0	0	0.391847343692964	0	0	0
ANKH	0	0	0	0.542030143081502	0	0	0
RNF187	0	0	0	0.71700225523545	0	0	0
SMARCE1	0	0	0	0.488537104305135	0.424292730748177	0.325855319099359	0
C18orf8	0	0	0	0.302547374411692	0	0	0
PSMC2	0	0	0	0.521702521613138	0.313384135577216	0.977200813648538	0.366066953318107
CCDC167	0	0	0	0.381387518431894	0.356633855749036	1.37021355841589	0
CD83	0	0	0	0.508359915022909	0	0.296868134946616	0
ASCC1	0	0	0	0.624408470968573	1.33858082513564	0	0
SLC35D1	0	0	0	0.636723219773729	0.485169242709371	0	0
VAMP5	0	0	0	0.352596174843328	0.399841512696985	0	0
COX5B	0	0	0	0.257246957402695	0	0.516013494633694	0
FAM129A	0	0	0	0.311073948406443	0.473344232938357	0	0
PITPNB	0	0	0	0.539320740962817	0	0.297884020272444	0
TMC6	0	0	0	0.306661463999121	0	0	0
CHMP4A	0	0	0	0.432179840858375	0	0.719312611930179	0
ARID2	0	0	0	0.596946537387359	0	0	0
DPP7	0	0	0	0.281641715047141	0.69015597080999	0	0
ID3	0	0	0	0.792882224071085	0	0	0
BCL2L11	0	0	0	0.455630560188012	0.459603653418834	0	0
FAM192A	0	0	0	0.340276481876295	0	0.716015385492802	0
RNPEPL1	0	0	0	0.28767630349589	0	0	0
TRIP11	0	0	0	0.666091707472018	0	0	0
DNAJC15	0	0	0	0.45656457818343	0	0.318915101252218	0
ICAM3	0	0	0	0.257344622208921	0	0	0
TM2D3	0	0	0	0.257089980143848	0	0	0
OGDH	0	0	0	0.436515133248791	0.516007630075657	0	0
LSM6	0	0	0	0.502800658622938	0	0.732486062211412	0
UXS1	0	0	0	0.503793740524095	0	0	0
SUSD3	0	0	0	0.417051965403883	0.422318808400005	0.414006595636117	0
HERC1	0	0	0	0.369460215941046	0	0	0
SPTBN1	0	0	0	0.56279349222157	0	0	0
POLD4	0	0	0	0.44065603219941	0	0	0
GBF1	0	0	0	0.349178435319058	0	0	0
CLK1	0	0	0	0.407697985879371	0	0	0
KIF20B	0	0	0	0.686373084624794	0	1.26348263996688	0
HECTD4	0	0	0	0.948846248636559	0	0	0
RIOK3	0	0	0	0.639929801609965	0	0	0
EIF4E3	0	0	0	0.32142913142006	0.56562594931331	0	0
MRPS34	0	0	0	0.26357228837533	0.328611104755077	0.7890485482207	0
B3GNT2	0	0	0	0.316064810898245	0	0	0
TOR1AIP2	0	0	0	0.312655397029786	0	0	0
AIMP1	0	0	0	0.52518406325989	0	0	0
TMPO	0	0	0	0.544357952878017	0	1.50593087958106	0
IFI44	0	0	0	0.613801005170919	0	0	0
SAMD9L	0	0	0	0.69840640240569	0	0	0
DUSP1	0	0	0	0.454899710858416	0	0	0
RPRD2	0	0	0	0.264258539692765	0	0	0
ANKIB1	0	0	0	0.701771694574358	0	0	0
LPXN	0	0	0	0.352149388573182	0.31185111762364	0	0
NPEPPS	0	0	0	0.655601357432642	0	0	0
SUSD6	0	0	0	0.395485499624802	0	0	0
ZNF362	0	0	0	0.479230109354242	0	0	0
NEMF	0	0	0	0.469707662119455	0	0	0
GTF3C6	0	0	0	0.338229428264645	0	0.930440071866969	0
NDUFS8	0	0	0	0.256485375657045	0	0.722927700775002	0.984605241747144
BAG3	0	0	0	0.643827986469899	0	0	0
SEPW1	0	0	0	0.27184156679865	0	0	0
SLC39A1	0	0	0	0.693147236271584	0.631840135327008	0.334238112411628	0
ING3	0	0	0	0.518470669952651	0	0	0
UBE2H	0	0	0	0.450457001560853	0.38232932189492	0	0
ARHGEF6	0	0	0	0.386338650411686	0	0	0
PPP4C	0	0	0	0.332909889367849	0	0.814262527577358	0
NDUFB5	0	0	0	0.302833693245869	0	0.454037082175391	0
COPS6	0	0	0	0.438116696035207	0	0.430494277366201	0
AKAP8L	0	0	0	0.417493531071281	0	0	0
TMC8	0	0	0	0.368032134714867	0	0	0.376584915274861
DPF2	0	0	0	0.336951105030496	0	0	0.434533036890207
ECH1	0	0	0	0.251074633740603	0.423964335357595	0	0
RANBP3	0	0	0	0.375818959048663	0	0	0
GRK6	0	0	0	0.519899522197731	0	0.349809583075021	0
ACBD3	0	0	0	0.253732752358153	0	0	0
XAF1	0	0	0	0.353695417852982	0	0	0.824198629238733
SMS	0	0	0	0.468373317977893	0	0.651174572492613	0
COQ10B	0	0	0	0.269213308638117	0	0	0
ICAM2	0	0	0	0.296374798901359	0	0	0
CWC22	0	0	0	0.28629233604815	0	0	0
NDUFA7	0	0	0	0.304077708679292	0	1.09765068730225	0.491250587648736
C15orf57	0	0	0	0.618504127681201	0	0	0
GNL3L	0	0	0	0.52927688964826	0	0.313743672501457	0.793565633004641
SNAP23	0	0	0	0.584573798562795	0.387433148118967	0	0
GPCPD1	0	0	0	0.422540073586286	0	0	0
ZNF451	0	0	0	0.527596808247987	0.304239909345982	0	0
JMY	0	0	0	0.27081007662262	1.01914463321234	0	0
CCDC6	0	0	0	0.311734466199614	1.26502481310343	0.277358238688006	0
EXOSC1	0	0	0	0.5482945783303	0	0.283026756303371	0
SLAIN2	0	0	0	0.681325644536687	0.457167978459396	0	0
FAM134C	0	0	0	0.292263601700792	0	0	0
SEC13	0	0	0	0.256919609393011	0	0.71144599663858	0
PYCR2	0	0	0	0.416010850558696	0	0.774901415588669	0
PRPF40A	0	0	0	0.278595522581507	0	0	0.328913957230144
GPR108	0	0	0	0.44673756723922	0	0	0
PRDX2	0	0	0	0.270269197346812	0.33295919301723	0.59461110352665	0
PSMD14	0	0	0	0.380305356692412	0	1.28770014168655	0.678532767330055
PHIP	0	0	0	0.519276328640247	0	0	0
SPPL2A	0	0	0	0.375222114773961	0	0	0
ZNF24	0	0	0	0.334065806054229	0	0	0
CFAP20	0	0	0	0.333773763207677	0	0.723237887466063	0.538537951465655
ASNA1	0	0	0	0.25291478456044	0.554643312322964	0.73009821145053	0.616672974065472
ISG15	0	0	0	0.526783861613473	0	0	0
SMAD2	0	0	0	0.401120397512531	0	0	0
SP100	0	0	0	0.2737750805816	0	0	0.438664151930755
SRP9	0	0	0	0.271058088189982	0.427234192382292	0.915723472164019	0
RUNX1	0	0	0	0.664390784487103	0	0.253602107626044	0
WIPI2	0	0	0	0.338980363506733	0	0	0
ALDH9A1	0	0	0	0.742151492370936	0	0	0
YPEL3	0	0	0	0.266954240608408	0	0	0
CAMK2D	0	0	0	0.355454455094335	0	0	0
MAP4K1	0	0	0	0.280388600072882	0.574706843601112	0.308858640058974	0
OSER1	0	0	0	0.287214729238515	0	0	0
EIF4E	0	0	0	0.304126551175329	0	0.285370606796276	0
POLR3GL	0	0	0	0.304542941276043	0	0	0
POP5	0	0	0	0.354963698627452	0	0	0
ELOF1	0	0	0	0.305897532986567	0	0	0
ARRDC1	0	0	0	0.310775291747029	0	0	0
C14orf166	0	0	0	0.355493174698349	0	0.763413677961735	0
MKLN1	0	0	0	0.336580362586332	0.345905904301595	0	0
COX7A2L	0	0	0	0.304945177887483	0	0.36349153716377	0
COX17	0	0	0	0.336407496066619	0	0.638155680485847	0
ELAVL1	0	0	0	0.304276095586944	0	0.756904583987811	0
FNIP1	0	0	0	0.292754982176599	0	0	0
S1PR2	0	0	0	0.298561500922899	0	0	0
PPP6R1	0	0	0	0.50184148203224	0	0	0.876234949925001
PTPN2	0	0	0	0.416376013619199	0	0	0.676403730458991
SNRPC	0	0	0	0.336378730624823	0	1.05457328612615	0
GLUD1	0	0	0	0.327743652120597	0	0	0
RAB5A	0	0	0	0.431862406186715	0.846809047972181	0	0
SMG1	0	0	0	0.331401244492094	0	0	0
TIPRL	0	0	0	0.257743130508352	0	0.515915715823163	0.952376673376147
CDK16	0	0	0	0.322518714843231	0	0	0
FBXL3	0	0	0	0.624921825161437	0	0	0
NGLY1	0	0	0	0.38914380875155	0	0	0.782001814553808
DTX3L	0	0	0	0.57388129106224	0	0.305555704512227	0.397249216302632
TSR2	0	0	0	0.562099994643063	0	0	0
SP110	0	0	0	0.391823353126012	0	0	0
PDCD10	0	0	0	0.4724452148813	0	0.321305314227953	0
TSNAX	0	0	0	0.551970884008834	0	0	0
DCAF8	0	0	0	0.254160699890289	0	0	0
AP3D1	0	0	0	0.444264659847082	0.612827101452793	0	0.575009045569534
PSMD6	0	0	0	0.339927860817545	0	0.353909623518981	0
COMMD3	0	0	0	0.527199054742039	0	0.762851943637632	0
ZNF195	0	0	0	0.539709772144106	0	0	0.689723486596273
AP1M1	0	0	0	0.581499533763314	0	0.796732730717325	0
SREBF2	0	0	0	0.465360564029726	0.621529505781268	0	0
OXA1L	0	0	0	0.588031777439618	0	0.28831102043584	0
TNFRSF14	0	0	0	0.33061246414517	0	0	0
MAN1A2	0	0	0	0.519080901691297	0	0	0
ELK3	0	0	0	0.581051841696075	0.429642041905163	0	0
ANAPC16	0	0	0	0.270303589055184	0	0	0
PPP3CC	0	0	0	0.382542654266413	0	0	0
DEF6	0	0	0	0.262468257390599	0.313424705574453	0	0
PLEKHG2	0	0	0	0.445159979941052	0	0	0
TRIM38	0	0	0	0.303026421599291	0	0	0
TACC3	0	0	0	0.636124365191141	0	0.82540117780368	0
BROX	0	0	0	0.309035574312901	0	0	0
SNX5	0	0	0	0.26405558817835	0	0.795646392857963	0
ATP1B1	0	0	0	0.486292376235098	0	0	0
SLC6A6	0	0	0	0.725299765449663	0	0	0
ACAA2	0	0	0	0.383254078236283	0	1.10080719462859	0
NDUFS6	0	0	0	0.300811732721476	0	0.579540725607824	0
SHKBP1	0	0	0	0.28137805090877	0	0.417828886702715	0
ZKSCAN1	0	0	0	0.487715849593246	0	0	0
ATPIF1	0	0	0	0.310288469331772	0	0	0.513460003151887
C12orf57	0	0	0	0.291808149616572	0	0	0
PPID	0	0	0	0.42316630803404	0.382747059983422	0	0.889553536506652
CCDC53	0	0	0	0.325915021520686	0	0.49152251238555	0
COMMD7	0	0	0	0.415891170400301	0	0	0
TADA3	0	0	0	0.489629340524437	0.459823327610078	0.569278421426199	0
IFI35	0	0	0	0.463040877634421	0	0.44944955662269	0.923212720628437
THEM4	0	0	0	0.417924288554518	0	0	0.655061771203871
RBM27	0	0	0	0.34468038524113	0	0	0
RB1CC1	0	0	0	0.452763216423174	0	0	0
PSMA1	0	0	0	0.251833586637324	0.361285879239914	1.03035769958305	0
ZNF638	0	0	0	0.490925717950734	0	0	0
STAG1	0	0	0	0.359805118569956	0	0	0
TPR	0	0	0	0.300668929209755	0	0	0
SLC25A45	0	0	0	0.268777640963475	0	0	0.394688425767911
AATF	0	0	0	0.265077438168373	0.701691008462112	0.671728408101832	0
KLHL6	0	0	0	1.00515046604887	0	0	0.494615029934928
IER5	0	0	0	0.290349991529482	0	0	0
ABCC1	0	0	0	0.36271374848532	0.948192853307351	0	0
NDUFC1	0	0	0	0.48700964476599	0	0.595250342207775	0
MARK3	0	0	0	0.369043789550125	0	0	0
SCFD1	0	0	0	0.457817591121064	0	0	0
SLFN5	0	0	0	0.35316446909135	0	0	0
TMEM219	0	0	0	0.363785843285127	0.329583211149838	0	0
NSFL1C	0	0	0	0.381159102114025	0	0	0
LOC100130476	0	0	0	0.261244911538544	0	0	0
SUGT1	0	0	0	0.303921160373884	0	0	0
ITPA	0	0	0	0.341100544529243	0	0.660080484350981	0
SCAF11	0	0	0	0.331470197253113	0	0	0
RAB1A	0	0	0	0.373569237703625	0	0	0
GLRX3	0	0	0	0.463595768599792	0.606526903727959	1.0655334994268	0
ZNF267	0	0	0	0.376248083223925	0	0	0
ARID4A	0	0	0	0.28976580968129	0	0	0
FBXL20	0	0	0	0.258919830695754	0	0	0
CEACAM21	0	0	0	0.374073924007424	0	0	0
GNPTG	0	0	0	0.289157951889806	0	0	0
LDB1	0	0	0	0.878035259911506	0	0	0
LRP10	0	0	0	0.265799808689491	0.606715132327233	0	0
THAP5	0	0	0	0.267222378376178	0	0	0
PBRM1	0	0	0	0.366369708879253	0	0	0.577538754144993
FAM208A	0	0	0	0.421118937993368	0	0	0
TRIM13	0	0	0	0.446836000780135	0.898313257539699	0.51111177348779	0
ARL6IP6	0	0	0	0.398163692885174	0	0.479359350138971	0
EIF4G3	0	0	0	0.446560696817807	0	0	0
LASP1	0	0	0	0.293411186844963	0	0	0
ZNF101	0	0	0	0.348543846212015	0	0	0
INPP5K	0	0	0	0.378437067547555	0.411120819972377	0	0
TOPORS	0	0	0	0.271940112746743	0.43104092980756	0	0
SMAD4	0	0	0	0.506284565842172	0	0	0
MVP	0	0	0	0.320916039721078	0.675425385965978	0	0
GPBP1L1	0	0	0	0.985397717438332	0	0	0
NUDT5	0	0	0	0.486438791562414	0	1.23181845302947	0
GRN	0	0	0	0.74663770910526	0	0	0
DECR1	0	0	0	0.384106915342737	0	1.01568330160881	0
TNFAIP8	0	0	0	0.277451031472044	0.478400138335663	0.284262602059511	0
BTAF1	0	0	0	0.444424998594755	0	0	0
CYLD	0	0	0	0.256987986657554	0	0	0
TMEM245	0	0	0	0.42869811910971	0	0	0
RPN2	0	0	0	0.283846304564709	0	0	0
CHD3	0	0	0	0.605387171007396	0	0	0
LAP3	0	0	0	0.420244701252085	0	0.734388054459703	0
STAT5B	0	0	0	0.285974184918977	0.398071484700146	0	0
IL4R	0	0	0	0.4386744013124	0	0	0
AP1S2	0	0	0	0.450606922018792	0	0	0
CMTM3	0	0	0	0.272780785703408	0	0	0.610621767127388
PSMB7	0	0	0	0.312688936938823	0	0.736821940100397	0
LINC01004	0	0	0	0.432685650126148	0	0	0
YWHAH	0	0	0	0.28552292564469	0	1.16906220683148	0
CASC4	0	0	0	0.291235827781404	0	0	0
MBD2	0	0	0	0.265428787239847	0.932918196204619	0.353984973199033	0
UPF3B	0	0	0	0.412654522548929	0	0.413626455600569	0
DENND1C	0	0	0	0.493560698988752	0	0	0
SNRPD1	0	0	0	0.292783318105204	0	1.16565621036143	0.558282206455712
TAOK1	0	0	0	0.331556880657914	0.373000506482428	0	0
MASTL	0	0	0	0.403583052399599	0	0.744279377020364	0
YIPF3	0	0	0	0.354130177374386	0.722039623146336	0.71927045305954	0
LEF1	0	0	0	0.411182857388624	0.877736240704951	0	0
SETD2	0	0	0	0.288637713839883	0	0	0
TMEM9B	0	0	0	0.290729577650874	0	0	0
TRAK2	0	0	0	0.324936333276122	0	0	0
LINC01420	0	0	0	0.371462536062021	0	0	0
ASCC3	0	0	0	0.319885184978142	0	0	0
TTC1	0	0	0	0.34144837157423	0	0.487696291043737	0
PSMC4	0	0	0	0.35685540913973	0	0.708853776809809	0
NEK7	0	0	0	0.34528932121111	0	0	0
PLIN2	0	0	0	0.320601367033145	1.39398405897177	0	0
STXBP2	0	0	0	0.546976856330379	0	0	0
RNF220	0	0	0	0.265121763552334	0	0	0
GUSB	0	0	0	0.3586818703957	0	0.504270114973965	0
LONP2	0	0	0	0.34053378193937	0.657929974771924	0	0
TSG101	0	0	0	0.387362964829971	0	0.616357127653184	0
ATP6V0D1	0	0	0	0.285024480341739	0.415896224955032	0	0
TP53	0	0	0	0.265793275210914	0	0.341356238279585	0
RRN3P1	0	0	0	0.459366726188468	0	0	0
PSME4	0	0	0	0.479953625626785	0	0	0
CNP	0	0	0	0.281401436121709	0	0.360538263698769	0.713059424261236
HNRNPM	0	0	0	0.336899401770072	0.350813560888512	0.486729336740162	0
ITK	0	0	0	0.303476282195214	0	0	0
NCK1	0	0	0	0.436406760098623	0	0	0
CCZ1B	0	0	0	0.276201172749575	0	0	0
DNAJC2	0	0	0	0.33416312822981	0	0.359939224822663	0
RAD23B	0	0	0	0.269564513078586	0	0.357071120304162	0
TMED9	0	0	0	0.268303079900518	0	0.259642802181881	0
ITGB1BP1	0	0	0	0.261623791976085	0	0.670114820250266	0
CACUL1	0	0	0	0.537957630415185	0	0	0.447277783071852
SQRDL	0	0	0	0.386898446550404	0.682974379195275	0.650278642950662	0
CBX6	0	0	0	0.250359291147802	0.32646649004054	0.765433565899822	0
NDUFB6	0	0	0	0.265707710791721	0	0.795523634139939	0
UBR2	0	0	0	0.402745573601083	0.444149094042672	0	0
BAK1	0	0	0	0.396993611307358	0.77807148341205	0.321689044117552	0.43048912538138
KDM2B	0	0	0	0.388640663117291	0	0	0
WBP2	0	0	0	0.337048183871007	0.466097413561158	0	0
UCHL5	0	0	0	0.317218325647833	0	0.871049513757986	0
TMOD3	0	0	0	0.662409683102969	0	0	0
USP16	0	0	0	0.270221707544978	0	0	0
CXCL13	0	0	0	0	2.77962728575327	0	0
NTRK2	0	0	0	0	2.34208332694462	0	0
P2RX5	0	0	0	0	1.9589404604088	1.06616177897972	0
TNFSF8	0	0	0	0	1.47529651832446	0	0
LRRC8D	0	0	0	0	2.05580713306778	0	0
RBPJ	0	0	0	0	1.32582577196913	0.678515186158307	0
SH3TC1	0	0	0	0	1.8060949200178	0	0
FKBP5	0	0	0	0	1.31272757339671	0	0
FURIN	0	0	0	0	1.34597024435799	0	0
SMCO4	0	0	0	0	1.99259746638313	0.866213379651158	0
CTSH	0	0	0	0	1.53937147243317	1.12647226333169	0
BTLA	0	0	0	0	1.50901197360992	0.748716809552481	0
PTPN13	0	0	0	0	2.20302684694674	0	0
KIAA0319L	0	0	0	0	1.85276284121379	0	0
TSHZ2	0	0	0	0	1.00684671375352	1.0889920560427	0
NR3C1	0	0	0	0	1.01108870283659	0	0
RYR2	0	0	0	0	2.19230703382581	0	0
CHN1	0	0	0	0	2.01458627899737	0	0
PPARG	0	0	0	0	2.71468588074238	1.48378937096503	0
GPR25	0	0	0	0	1.18206668930532	1.10438232463799	0
DAPK2	0	0	0	0	1.7788556138742	0	0
GLUL	0	0	0	0	1.39388819181954	0	0
NCDN	0	0	0	0	1.50291080327546	0	0
TRERF1	0	0	0	0	1.36831329083632	0	0
PFKFB3	0	0	0	0	0.927766142178046	0	0
YWHAQ	0	0	0	0	1.0659209888277	0.52555180242635	0
BHLHE40-AS1	0	0	0	0	2.22888738913125	0	0
GSPT1	0	0	0	0	0.850192151658361	0	0
MTHFD2	0	0	0	0	1.13554807608458	0	0
TRABD2A	0	0	0	0	1.32169965821629	0	0
SMAP2	0	0	0	0	0.90446100158865	0	0
ITPR1	0	0	0	0	1.16602948415801	0.621938032794294	0
PDCD1	0	0	0	0	1.16896756866403	0.250648641140949	0
MIR16-1	0	0	0	0	1.18072747018357	0.273248348286289	0
NMB	0	0	0	0	0.969064033420399	0.477061740790493	0
AGPAT5	0	0	0	0	1.0527214902544	0	0
CYTH1	0	0	0	0	0.646572184253948	0	0
COTL1	0	0	0	0	0.664787742204352	0.988631037194484	0
NPDC1	0	0	0	0	1.58142122874735	1.3476002697629	0
IGFBP4	0	0	0	0	1.21242061818331	0.695815808656101	0
DUSP5	0	0	0	0	0.845741300368791	0	0
CD74	0	0	0	0	0.520578619633115	0.635260344871861	0
RUNX2	0	0	0	0	1.04779889115638	0	0
FDFT1	0	0	0	0	0.898764858088859	0.521604957689268	0
PBX4	0	0	0	0	0.687841158418282	0	0
ZNF281	0	0	0	0	0.940723767514608	0	0
LGALS3	0	0	0	0	0.744354922014198	0	0
KIAA0513	0	0	0	0	0.742673683808473	0	0
POR	0	0	0	0	1.19590102817008	0	0
TGIF1	0	0	0	0	0.634559074146873	0	0
ATXN1	0	0	0	0	0.60549962554328	0	0
ERAP2	0	0	0	0	0.87567363881107	0	0
ALOX5AP	0	0	0	0	0.536914593098262	0	0
RORA	0	0	0	0	0.646252280134964	0	0
SPTAN1	0	0	0	0	0.741626945334136	0	0
RPS4Y1	0	0	0	0	0.350820901018947	0.447237199081671	0
CELF2	0	0	0	0	0.65804520850732	0	0
HLA-DRA	0	0	0	0	0.456116430248461	1.09717902618857	0
SRGN	0	0	0	0	0.481630099318394	0	0
HIATL1	0	0	0	0	0.876522443852024	0.323123556410037	0
ELL2	0	0	0	0	0.590286757903391	0	0
NPIPB3	0	0	0	0	0.560085548242702	0	0
MCM6	0	0	0	0	1.21119724192487	0.774406055396089	0
SLA	0	0	0	0	0.572401532838084	0	0
HLA-DQB1	0	0	0	0	0.272158080929954	0.621528322389526	0
B3GALT6	0	0	0	0	0.884579373684269	0	0
LINC00892	0	0	0	0	0.742787371611146	0.623397312150906	0
PDCL3	0	0	0	0	0.717948862838164	0	0
CPD	0	0	0	0	0.892594461935907	0	0
SMARCA2	0	0	0	0	0.7877131351602	0	0
SEC11A	0	0	0	0	0.512378449701745	0.487202022689234	0
TRPS1	0	0	0	0	1.08278640860309	0	0
LAPTM5	0	0	0	0	0.586305101228271	0	0
ITGB1	0	0	0	0	0.82131923770227	0	0
CAPZA2	0	0	0	0	0.752344041220182	0	0
FABP5	0	0	0	0	0.283925660144497	1.77554559193745	0
ELOVL5	0	0	0	0	0.776827620646583	0	0
NAP1L4	0	0	0	0	0.887225508953283	0.276271136048662	0
CPNE7	0	0	0	0	1.03580113828678	0	0
KPNA2	0	0	0	0	0.605170822975756	0.322677826536964	0
COQ4	0	0	0	0	0.740702017157264	0	0
AKAP13	0	0	0	0	0.483847826599439	0	0
ANXA5	0	0	0	0	0.638167846189947	1.26616274788998	0
COPB1	0	0	0	0	0.662135289548197	0	0
PRKY	0	0	0	0	0.703212523100858	0	0
RBL2	0	0	0	0	0.779234608542025	0	0
PQLC1	0	0	0	0	0.979251434479832	0.440230680154398	0
GRAMD4	0	0	0	0	1.19133815305789	0	0
UTY	0	0	0	0	0.438737231006098	0	0
TGFBR2	0	0	0	0	0.514231365145026	0	0
CD40LG	0	0	0	0	0.562899048209375	0	0
HLA-DRB1	0	0	0	0	0.583850732686738	0.981528500390472	0
EVL	0	0	0	0	0.404989546952132	0	0
ST3GAL1	0	0	0	0	0.857357274113389	0	0
CLU	0	0	0	0	1.08573545060037	0	0
CD226	0	0	0	0	1.30407186153618	0	0
ISCU	0	0	0	0	0.468801802166224	0	0
RFWD2	0	0	0	0	0.968190126181459	0	0
MGAT4B	0	0	0	0	0.930452679690851	1.19572679317228	0
FYN	0	0	0	0	0.550615462823292	0	0
DDX3Y	0	0	0	0	1.07418030529068	0	0
PER1	0	0	0	0	0.540783639199328	0	0
ACTR3	0	0	0	0	0.554308576335885	0.566464550134465	0
ACTB	0	0	0	0	0.318912933575714	1.26367051781675	0
PFKP	0	0	0	0	0.779395109937648	0.903725428169691	0
GYPC	0	0	0	0	0.527104311377599	0	0
PSMD1	0	0	0	0	0.904371958705396	0.702565465726727	0
STK24	0	0	0	0	0.901293078370678	0	0
FYTTD1	0	0	0	0	0.717226207931536	0	0
RNF19A	0	0	0	0	0.60225938540959	0	0
NR1D2	0	0	0	0	0.851785620790166	0	0
HLA-DPA1	0	0	0	0	0.426120292755837	0.6829040849242	0
JUNB	0	0	0	0	0.382638906853707	0	0
MAT2A	0	0	0	0	0.775251874684502	0	0
XRN2	0	0	0	0	0.565055075153241	0	0
BCOR	0	0	0	0	0.508915550606128	0	0
PTK2B	0	0	0	0	0.80067878099393	0	0
NPIPB5	0	0	0	0	0.520000996608121	0	0
GAPDH	0	0	0	0	0.348009409388021	1.02578131180376	0
AGFG1	0	0	0	0	0.962605815562494	0	0
N4BP2	0	0	0	0	1.07418755521523	0	0
NBN	0	0	0	0	1.26550947401261	0	0.342479486211108
C10orf54	0	0	0	0	0.569982629331389	0	0
RNF149	0	0	0	0	0.578216323838521	0	0
MIS18BP1	0	0	0	0	0.699801861357789	0.592434962638829	0
PTPN1	0	0	0	0	0.740399511994308	0	0
MOB4	0	0	0	0	0.418083874730044	0	0
LYPLA1	0	0	0	0	0.87940035438498	0	0
PPM1M	0	0	0	0	0.616321867363693	0.322705347278796	0
PARP14	0	0	0	0	0.504017398538153	0	0.653208456362135
GPR137B	0	0	0	0	0.801385784642826	0	0
ABCE1	0	0	0	0	0.609450774163307	0.548144440447043	0
TNIP2	0	0	0	0	0.884929759140553	0	0
BECN1	0	0	0	0	0.471552653690249	0	0
STX12	0	0	0	0	0.556140454612545	0	0
TNPO1	0	0	0	0	0.831818938519287	0	0
PSMD13	0	0	0	0	0.462765578688883	0.857694123889362	0
BLVRA	0	0	0	0	0.688448688667173	0.881879253842666	0
STARD7	0	0	0	0	0.786775985793507	0	0
ANKRD17	0	0	0	0	0.476768067641919	0	0
CD3E	0	0	0	0	0.373977860183738	0	0
CERK	0	0	0	0	0.375109437507334	0	0
RANGAP1	0	0	0	0	0.430042324581324	0	0
HLA-DRB5	0	0	0	0	0.539105539453753	1.26024663144352	0
CCNI	0	0	0	0	0.444341181082112	0	0
FNBP1	0	0	0	0	0.386485769217506	0	0
DLEU2	0	0	0	0	1.01467696747093	0.846217684944762	0
UBE2O	0	0	0	0	1.06568880977147	0	0
ZBTB1	0	0	0	0	0.705579224468025	0	0
